Bus No,Date,Time,Week Day,Bus Type,Driver Rating Based On Time,Driver Rating Based On Decepline,Bus Rating,Driver Age,Weather,Longtide,Latitude
NB-1663,2020-01-10,14:23:14,Friday,Normal,3.5,4,4.5,29,30,8.356909132,80.5028494
NB-1663,2020-01-10,14:23:15,Friday,Normal,3.5,4,4.5,29,30,8.356896982,80.50285314
NB-1663,2020-01-10,14:23:16,Friday,Normal,3.5,4,4.5,29,30,8.356885163,80.50285717
NB-1663,2020-01-10,14:23:17,Friday,Normal,3.5,4,4.5,29,30,8.356872483,80.50286258
NB-1663,2020-01-10,14:23:18,Friday,Normal,3.5,4,4.5,29,30,8.356857482,80.50286868
NB-1663,2020-01-10,14:23:19,Friday,Normal,3.5,4,4.5,29,30,8.356846438,80.50287113
NB-1663,2020-01-10,14:23:20,Friday,Normal,3.5,4,4.5,29,30,8.356836672,80.50287512
NB-1663,2020-01-10,14:23:21,Friday,Normal,3.5,4,4.5,29,30,8.356826152,80.50287985
NB-1663,2020-01-10,14:23:22,Friday,Normal,3.5,4,4.5,29,30,8.356814901,80.50288877
NB-1663,2020-01-10,14:23:23,Friday,Normal,3.5,4,4.5,29,30,8.356802242,80.50289807
NB-1663,2020-01-10,14:23:24,Friday,Normal,3.5,4,4.5,29,30,8.356788911,80.50290148
NB-1663,2020-01-10,14:23:25,Friday,Normal,3.5,4,4.5,29,30,8.356775659,80.50290343
NB-1663,2020-01-10,14:23:26,Friday,Normal,3.5,4,4.5,29,30,8.356765368,80.50290468
NB-1663,2020-01-10,14:23:27,Friday,Normal,3.5,4,4.5,29,30,8.356754665,80.50290756
NB-1663,2020-01-10,14:23:29,Friday,Normal,3.5,4,4.5,29,30,8.356738702,80.50291177
NB-1663,2020-01-10,14:23:30,Friday,Normal,3.5,4,4.5,29,30,8.356728059,80.50291473
NB-1663,2020-01-10,14:23:31,Friday,Normal,3.5,4,4.5,29,30,8.356717897,80.50291642
NB-1663,2020-01-10,14:23:32,Friday,Normal,3.5,4,4.5,29,30,8.356705892,80.50291665
NB-1663,2020-01-10,14:23:33,Friday,Normal,3.5,4,4.5,29,30,8.356695119,80.50291818
NB-1663,2020-01-10,14:23:34,Friday,Normal,3.5,4,4.5,29,30,8.356684352,80.50292256
NB-1663,2020-01-10,14:23:35,Friday,Normal,3.5,4,4.5,29,30,8.356668869,80.50293088
NB-1663,2020-01-10,14:23:36,Friday,Normal,3.5,4,4.5,29,30,8.35665238,80.50293828
NB-1663,2020-01-10,14:23:37,Friday,Normal,3.5,4,4.5,29,30,8.356636738,80.50294373
NB-1663,2020-01-10,14:23:38,Friday,Normal,3.5,4,4.5,29,30,8.356620743,80.50294904
NB-1663,2020-01-10,14:23:39,Friday,Normal,3.5,4,4.5,29,30,8.356605686,80.50295449
NB-1663,2020-01-10,14:23:40,Friday,Normal,3.5,4,4.5,29,30,8.356594233,80.50295987
NB-1663,2020-01-10,14:23:41,Friday,Normal,3.5,4,4.5,29,30,8.356583175,80.50296385
NB-1663,2020-01-10,14:23:42,Friday,Normal,3.5,4,4.5,29,30,8.35657209,80.50296735
NB-1663,2020-01-10,14:23:43,Friday,Normal,3.5,4,4.5,29,30,8.356558203,80.5029739
NB-1663,2020-01-10,14:23:44,Friday,Normal,3.5,4,4.5,29,30,8.356545379,80.50298048
NB-1663,2020-01-10,14:23:45,Friday,Normal,3.5,4,4.5,29,30,8.35653346,80.50298492
NB-1663,2020-01-10,14:23:46,Friday,Normal,3.5,4,4.5,29,30,8.356520888,80.50298908
NB-1663,2020-01-10,14:23:47,Friday,Normal,3.5,4,4.5,29,30,8.356507881,80.5029935
NB-1663,2020-01-10,14:23:48,Friday,Normal,3.5,4,4.5,29,30,8.356495623,80.50299702
NB-1663,2020-01-10,14:23:49,Friday,Normal,3.5,4,4.5,29,30,8.356483794,80.50299831
NB-1663,2020-01-10,14:23:50,Friday,Normal,3.5,4,4.5,29,30,8.356472882,80.50300188
NB-1663,2020-01-10,14:23:51,Friday,Normal,3.5,4,4.5,29,30,8.356463449,80.50300387
NB-1663,2020-01-10,14:23:52,Friday,Normal,3.5,4,4.5,29,30,8.356453411,80.50300757
NB-1663,2020-01-10,14:23:53,Friday,Normal,3.5,4,4.5,29,30,8.356445445,80.50301369
NB-1663,2020-01-10,14:23:54,Friday,Normal,3.5,4,4.5,29,30,8.356437075,80.50301896
NB-1663,2020-01-10,14:23:55,Friday,Normal,3.5,4,4.5,29,30,8.356428174,80.50302426
NB-1663,2020-01-10,14:23:56,Friday,Normal,3.5,4,4.5,29,30,8.356419602,80.50302964
NB-1663,2020-01-10,14:23:57,Friday,Normal,3.5,4,4.5,29,30,8.356411023,80.50303435
NB-1663,2020-01-10,14:23:58,Friday,Normal,3.5,4,4.5,29,30,8.356400622,80.50303742
NB-1663,2020-01-10,14:23:59,Friday,Normal,3.5,4,4.5,29,30,8.356388967,80.50304073
NB-1663,2020-01-10,14:24:00,Friday,Normal,3.5,4,4.5,29,30,8.356377342,80.50304309
NB-1663,2020-01-10,14:24:01,Friday,Normal,3.5,4,4.5,29,30,8.356365307,80.50304494
NB-1663,2020-01-10,14:24:02,Friday,Normal,3.5,4,4.5,29,30,8.35635302,80.50304566
NB-1663,2020-01-10,14:24:03,Friday,Normal,3.5,4,4.5,29,30,8.356336889,80.50304788
NB-1663,2020-01-10,14:24:04,Friday,Normal,3.5,4,4.5,29,30,8.35632259,80.50305002
NB-1663,2020-01-10,14:24:05,Friday,Normal,3.5,4,4.5,29,30,8.356309447,80.50305017
NB-1663,2020-01-10,14:24:06,Friday,Normal,3.5,4,4.5,29,30,8.356295365,80.50305042
NB-1663,2020-01-10,14:24:07,Friday,Normal,3.5,4,4.5,29,30,8.356283618,80.50305028
NB-1663,2020-01-10,14:24:08,Friday,Normal,3.5,4,4.5,29,30,8.356269886,80.50304914
NB-1663,2020-01-10,14:24:09,Friday,Normal,3.5,4,4.5,29,30,8.356257364,80.50304841
NB-1663,2020-01-10,14:24:10,Friday,Normal,3.5,4,4.5,29,30,8.356242938,80.50304917
NB-1663,2020-01-10,14:24:11,Friday,Normal,3.5,4,4.5,29,30,8.356230829,80.50305051
NB-1663,2020-01-10,14:24:12,Friday,Normal,3.5,4,4.5,29,30,8.356218058,80.50305326
NB-1663,2020-01-10,14:24:13,Friday,Normal,3.5,4,4.5,29,30,8.356204845,80.5030567
NB-1663,2020-01-10,14:24:14,Friday,Normal,3.5,4,4.5,29,30,8.356191875,80.50305932
NB-1663,2020-01-10,14:24:15,Friday,Normal,3.5,4,4.5,29,30,8.356178589,80.50306141
NB-1663,2020-01-10,14:24:16,Friday,Normal,3.5,4,4.5,29,30,8.356166386,80.50306421
NB-1663,2020-01-10,14:24:17,Friday,Normal,3.5,4,4.5,29,30,8.356154899,80.50306547
NB-1663,2020-01-10,14:24:18,Friday,Normal,3.5,4,4.5,29,30,8.356145511,80.50306549
NB-1663,2020-01-10,14:24:19,Friday,Normal,3.5,4,4.5,29,30,8.356136248,80.50306434
NB-1663,2020-01-10,14:24:20,Friday,Normal,3.5,4,4.5,29,30,8.35612564,80.50306246
NB-1663,2020-01-10,14:24:21,Friday,Normal,3.5,4,4.5,29,30,8.356116741,80.50306443
NB-1663,2020-01-10,14:24:23,Friday,Normal,3.5,4,4.5,29,30,8.356098416,80.50306385
NB-1663,2020-01-10,14:24:24,Friday,Normal,3.5,4,4.5,29,30,8.356088366,80.50306324
NB-1663,2020-01-10,14:24:25,Friday,Normal,3.5,4,4.5,29,30,8.356077655,80.50306512
NB-1663,2020-01-10,14:24:26,Friday,Normal,3.5,4,4.5,29,30,8.356066769,80.50306362
NB-1663,2020-01-10,14:24:27,Friday,Normal,3.5,4,4.5,29,30,8.356055112,80.50306111
NB-1663,2020-01-10,14:24:28,Friday,Normal,3.5,4,4.5,29,30,8.356043527,80.50305757
NB-1663,2020-01-10,14:24:29,Friday,Normal,3.5,4,4.5,29,30,8.356034447,80.50305523
NB-1663,2020-01-10,14:24:30,Friday,Normal,3.5,4,4.5,29,30,8.356024234,80.50304987
NB-1663,2020-01-10,14:24:31,Friday,Normal,3.5,4,4.5,29,30,8.356015567,80.5030425
NB-1663,2020-01-10,14:24:32,Friday,Normal,3.5,4,4.5,29,30,8.356001954,80.50303539
NB-1663,2020-01-10,14:24:33,Friday,Normal,3.5,4,4.5,29,30,8.355986776,80.50303076
NB-1663,2020-01-10,14:24:34,Friday,Normal,3.5,4,4.5,29,30,8.355971534,80.50302692
NB-1663,2020-01-10,14:24:35,Friday,Normal,3.5,4,4.5,29,30,8.355958652,80.50302279
NB-1663,2020-01-10,14:24:36,Friday,Normal,3.5,4,4.5,29,30,8.355943464,80.50301877
NB-1663,2020-01-10,14:24:37,Friday,Normal,3.5,4,4.5,29,30,8.355926608,80.50301616
NB-1663,2020-01-10,14:24:38,Friday,Normal,3.5,4,4.5,29,30,8.355913706,80.50301657
NB-1663,2020-01-10,14:24:39,Friday,Normal,3.5,4,4.5,29,30,8.355900636,80.50301605
NB-1663,2020-01-10,14:24:40,Friday,Normal,3.5,4,4.5,29,30,8.355889353,80.50301556
NB-1663,2020-01-10,14:24:41,Friday,Normal,3.5,4,4.5,29,30,8.355879585,80.5030175
NB-1663,2020-01-10,14:24:42,Friday,Normal,3.5,4,4.5,29,30,8.35586894,80.50301918
NB-1663,2020-01-10,14:24:43,Friday,Normal,3.5,4,4.5,29,30,8.355852591,80.50301754
NB-1663,2020-01-10,14:24:44,Friday,Normal,3.5,4,4.5,29,30,8.355838645,80.50301419
NB-1663,2020-01-10,14:24:45,Friday,Normal,3.5,4,4.5,29,30,8.355822764,80.50301416
NB-1663,2020-01-10,14:24:46,Friday,Normal,3.5,4,4.5,29,30,8.355810455,80.50301146
NB-1663,2020-01-10,14:24:47,Friday,Normal,3.5,4,4.5,29,30,8.355800566,80.50300699
NB-1663,2020-01-10,14:24:48,Friday,Normal,3.5,4,4.5,29,30,8.355786381,80.50300497
NB-1663,2020-01-10,14:24:49,Friday,Normal,3.5,4,4.5,29,30,8.355771857,80.50300539
NB-1663,2020-01-10,14:24:50,Friday,Normal,3.5,4,4.5,29,30,8.355760649,80.50300389
NB-1663,2020-01-10,14:24:51,Friday,Normal,3.5,4,4.5,29,30,8.355746804,80.50300537
NB-1663,2020-01-10,14:24:52,Friday,Normal,3.5,4,4.5,29,30,8.355733089,80.50300441
NB-1663,2020-01-10,14:24:53,Friday,Normal,3.5,4,4.5,29,30,8.355721291,80.50300463
NB-1663,2020-01-10,14:24:54,Friday,Normal,3.5,4,4.5,29,30,8.355709192,80.50300188
NB-1663,2020-01-10,14:24:55,Friday,Normal,3.5,4,4.5,29,30,8.355698225,80.50299711
NB-1663,2020-01-10,14:24:56,Friday,Normal,3.5,4,4.5,29,30,8.355687909,80.50299392
NB-1663,2020-01-10,14:24:57,Friday,Normal,3.5,4,4.5,29,30,8.355674946,80.50299
NB-1663,2020-01-10,14:24:58,Friday,Normal,3.5,4,4.5,29,30,8.355662189,80.50299043
NB-1663,2020-01-10,14:24:59,Friday,Normal,3.5,4,4.5,29,30,8.355649856,80.50299377
NB-1663,2020-01-10,14:25:00,Friday,Normal,3.5,4,4.5,29,30,8.355636606,80.50299363
NB-1663,2020-01-10,14:25:01,Friday,Normal,3.5,4,4.5,29,30,8.355621396,80.50299609
NB-1663,2020-01-10,14:25:02,Friday,Normal,3.5,4,4.5,29,30,8.355604662,80.50299926
NB-1663,2020-01-10,14:25:03,Friday,Normal,3.5,4,4.5,29,30,8.355591616,80.50300378
NB-1663,2020-01-10,14:25:04,Friday,Normal,3.5,4,4.5,29,30,8.355582177,80.50300605
NB-1663,2020-01-10,14:25:06,Friday,Normal,3.5,4,4.5,29,30,8.355569285,80.50299962
NB-1663,2020-01-10,14:25:08,Friday,Normal,3.5,4,4.5,29,30,8.355550997,80.50299409
NB-1663,2020-01-10,14:25:09,Friday,Normal,3.5,4,4.5,29,30,8.355536202,80.50299375
NB-1663,2020-01-10,14:25:10,Friday,Normal,3.5,4,4.5,29,30,8.35552204,80.50299178
NB-1663,2020-01-10,14:25:11,Friday,Normal,3.5,4,4.5,29,30,8.355509588,80.50298768
NB-1663,2020-01-10,14:25:12,Friday,Normal,3.5,4,4.5,29,30,8.355496318,80.50298362
NB-1663,2020-01-10,14:25:13,Friday,Normal,3.5,4,4.5,29,30,8.355487188,80.50297686
NB-1663,2020-01-10,14:25:14,Friday,Normal,3.5,4,4.5,29,30,8.35547667,80.50297039
NB-1663,2020-01-10,14:25:15,Friday,Normal,3.5,4,4.5,29,30,8.355467546,80.50296016
NB-1663,2020-01-10,14:25:16,Friday,Normal,3.5,4,4.5,29,30,8.35545945,80.50294887
NB-1663,2020-01-10,14:25:17,Friday,Normal,3.5,4,4.5,29,30,8.355453044,80.50293592
NB-1663,2020-01-10,14:25:18,Friday,Normal,3.5,4,4.5,29,30,8.355450748,80.50291927
NB-1663,2020-01-10,14:25:19,Friday,Normal,3.5,4,4.5,29,30,8.355445423,80.50290217
NB-1663,2020-01-10,14:25:20,Friday,Normal,3.5,4,4.5,29,30,8.355438272,80.50288506
NB-1663,2020-01-10,14:25:21,Friday,Normal,3.5,4,4.5,29,30,8.355428652,80.50287035
NB-1663,2020-01-10,14:25:22,Friday,Normal,3.5,4,4.5,29,30,8.355420935,80.50285908
NB-1663,2020-01-10,14:25:23,Friday,Normal,3.5,4,4.5,29,30,8.355412554,80.50285108
NB-1663,2020-01-10,14:25:24,Friday,Normal,3.5,4,4.5,29,30,8.355404156,80.50284561
NB-1663,2020-01-10,14:25:25,Friday,Normal,3.5,4,4.5,29,30,8.35539449,80.50284104
NB-1663,2020-01-10,14:25:26,Friday,Normal,3.5,4,4.5,29,30,8.35538164,80.50283574
NB-1663,2020-01-10,14:25:27,Friday,Normal,3.5,4,4.5,29,30,8.355373624,80.50281899
NB-1663,2020-01-10,14:25:28,Friday,Normal,3.5,4,4.5,29,30,8.355366605,80.50281142
NB-1663,2020-01-10,14:25:29,Friday,Normal,3.5,4,4.5,29,30,8.355361908,80.50280206
NB-1663,2020-01-10,14:25:30,Friday,Normal,3.5,4,4.5,29,30,8.355354539,80.50279102
NB-1663,2020-01-10,14:25:31,Friday,Normal,3.5,4,4.5,29,30,8.355347339,80.50277973
NB-1663,2020-01-10,14:25:32,Friday,Normal,3.5,4,4.5,29,30,8.355341372,80.50276765
NB-1663,2020-01-10,14:25:33,Friday,Normal,3.5,4,4.5,29,30,8.355337597,80.50275767
NB-1663,2020-01-10,14:25:35,Friday,Normal,3.5,4,4.5,29,30,8.355326525,80.50274566
NB-1663,2020-01-10,14:25:36,Friday,Normal,3.5,4,4.5,29,30,8.355317833,80.50273581
NB-1663,2020-01-10,14:25:38,Friday,Normal,3.5,4,4.5,29,30,8.35530906,80.50272516
NB-1663,2020-01-10,14:25:41,Friday,Normal,3.5,4,4.5,29,30,8.355298256,80.50271135
NB-1663,2020-01-10,14:25:42,Friday,Normal,3.5,4,4.5,29,30,8.355287951,80.50270164
NB-1663,2020-01-10,14:25:43,Friday,Normal,3.5,4,4.5,29,30,8.355275891,80.50269161
NB-1663,2020-01-10,14:25:44,Friday,Normal,3.5,4,4.5,29,30,8.355265097,80.50268231
NB-1663,2020-01-10,14:25:45,Friday,Normal,3.5,4,4.5,29,30,8.355256951,80.50266577
NB-1663,2020-01-10,14:25:46,Friday,Normal,3.5,4,4.5,29,30,8.355249817,80.50264328
NB-1663,2020-01-10,14:25:47,Friday,Normal,3.5,4,4.5,29,30,8.355242597,80.50262508
NB-1663,2020-01-10,14:25:48,Friday,Normal,3.5,4,4.5,29,30,8.355236611,80.50260919
NB-1663,2020-01-10,14:25:49,Friday,Normal,3.5,4,4.5,29,30,8.355227705,80.50259441
NB-1663,2020-01-10,14:25:50,Friday,Normal,3.5,4,4.5,29,30,8.355221843,80.50257801
NB-1663,2020-01-10,14:25:51,Friday,Normal,3.5,4,4.5,29,30,8.355217968,80.50256587
NB-1663,2020-01-10,14:26:56,Friday,Normal,3.5,4,4.5,29,30,8.355033782,80.50257935
NB-1663,2020-01-10,14:26:57,Friday,Normal,3.5,4,4.5,29,30,8.355048122,80.50246211
NB-1663,2020-01-10,14:26:58,Friday,Normal,3.5,4,4.5,29,30,8.355170306,80.50230488
NB-1663,2020-01-10,14:26:59,Friday,Normal,3.5,4,4.5,29,30,8.355109483,80.50244052
NB-1663,2020-01-10,14:27:00,Friday,Normal,3.5,4,4.5,29,30,8.355114099,80.50247639
NB-1663,2020-01-10,14:27:01,Friday,Normal,3.5,4,4.5,29,30,8.355128286,80.50250849
NB-1663,2020-01-10,14:27:02,Friday,Normal,3.5,4,4.5,29,30,8.355138064,80.50253308
NB-1663,2020-01-10,14:27:03,Friday,Normal,3.5,4,4.5,29,30,8.355140139,80.50254972
NB-1663,2020-01-10,14:27:04,Friday,Normal,3.5,4,4.5,29,30,8.355150623,80.50254779
NB-1663,2020-01-10,14:27:05,Friday,Normal,3.5,4,4.5,29,30,8.355187566,80.50245417
NB-1663,2020-01-10,14:27:06,Friday,Normal,3.5,4,4.5,29,30,8.355208718,80.50244377
NB-1663,2020-01-10,14:27:14,Friday,Normal,3.5,4,4.5,29,30,8.355278278,80.50252476
NB-1663,2020-01-10,14:27:15,Friday,Normal,3.5,4,4.5,29,30,8.355315561,80.50250876
NB-1663,2020-01-10,14:27:16,Friday,Normal,3.5,4,4.5,29,30,8.355335086,80.50249909
NB-1663,2020-01-10,14:27:17,Friday,Normal,3.5,4,4.5,29,30,8.355342204,80.50248698
NB-1663,2020-01-10,14:27:18,Friday,Normal,3.5,4,4.5,29,30,8.355345805,80.5024682
NB-1663,2020-01-10,14:27:19,Friday,Normal,3.5,4,4.5,29,30,8.355344639,80.50244661
NB-1663,2020-01-10,14:27:20,Friday,Normal,3.5,4,4.5,29,30,8.355350032,80.50242819
NB-1663,2020-01-10,14:27:21,Friday,Normal,3.5,4,4.5,29,30,8.355346811,80.50240964
NB-1663,2020-01-10,14:27:22,Friday,Normal,3.5,4,4.5,29,30,8.35535703,80.5023988
NB-1663,2020-01-10,14:27:23,Friday,Normal,3.5,4,4.5,29,30,8.355364226,80.50238328
NB-1663,2020-01-10,14:27:25,Friday,Normal,3.5,4,4.5,29,30,8.355380709,80.50238207
NB-1663,2020-01-10,14:27:26,Friday,Normal,3.5,4,4.5,29,30,8.35539693,80.50238285
NB-1663,2020-01-10,14:27:27,Friday,Normal,3.5,4,4.5,29,30,8.355409803,80.50238133
NB-1663,2020-01-10,14:27:28,Friday,Normal,3.5,4,4.5,29,30,8.355413959,80.50236502
NB-1663,2020-01-10,14:27:29,Friday,Normal,3.5,4,4.5,29,30,8.355427012,80.50235598
NB-1663,2020-01-10,14:27:30,Friday,Normal,3.5,4,4.5,29,30,8.355435202,80.50234765
NB-1663,2020-01-10,14:27:52,Friday,Normal,3.5,4,4.5,29,30,8.354721958,80.50154775
NB-1663,2020-01-10,14:27:53,Friday,Normal,3.5,4,4.5,29,30,8.354866522,80.50206427
NB-1663,2020-01-10,14:27:54,Friday,Normal,3.5,4,4.5,29,30,8.355047496,80.50251633
NA-7111,2020-01-16,16:17:20,Thursday,Normal,4,4.5,4.5,32,32,8.35347,80.42224
NA-7111,2020-01-16,16:17:26,Thursday,Normal,4,4.5,4.5,32,32,8.35546,80.42512
NA-7111,2020-01-16,16:17:27,Thursday,Normal,4,4.5,4.5,32,32,8.35529,80.42548
NA-7111,2020-01-16,16:17:28,Thursday,Normal,4,4.5,4.5,32,32,8.35529,80.42563
NA-7111,2020-01-16,16:17:29,Thursday,Normal,4,4.5,4.5,32,32,8.35524,80.42573
NA-7111,2020-01-16,16:17:30,Thursday,Normal,4,4.5,4.5,32,32,8.35525,80.42582
NA-7111,2020-01-16,16:17:31,Thursday,Normal,4,4.5,4.5,32,32,8.35524,80.42593
NA-7111,2020-01-16,16:17:32,Thursday,Normal,4,4.5,4.5,32,32,8.35517,80.42606
NA-7111,2020-01-16,16:17:33,Thursday,Normal,4,4.5,4.5,32,32,8.35513,80.4262
NA-7111,2020-01-16,16:17:34,Thursday,Normal,4,4.5,4.5,32,32,8.35512,80.42632
NA-7111,2020-01-16,16:17:35,Thursday,Normal,4,4.5,4.5,32,32,8.3551,80.42646
NA-7111,2020-01-16,16:17:36,Thursday,Normal,4,4.5,4.5,32,32,8.35507,80.42659
NA-7111,2020-01-16,16:17:37,Thursday,Normal,4,4.5,4.5,32,32,8.35505,80.42671
NA-7111,2020-01-16,16:17:38,Thursday,Normal,4,4.5,4.5,32,32,8.35502,80.42683
NA-7111,2020-01-16,16:17:39,Thursday,Normal,4,4.5,4.5,32,32,8.355,80.42696
NA-7111,2020-01-16,16:17:40,Thursday,Normal,4,4.5,4.5,32,32,8.35497,80.42708
NA-7111,2020-01-16,16:17:41,Thursday,Normal,4,4.5,4.5,32,32,8.35492,80.42721
NA-7111,2020-01-16,16:17:42,Thursday,Normal,4,4.5,4.5,32,32,8.35487,80.42734
NA-7111,2020-01-16,16:17:43,Thursday,Normal,4,4.5,4.5,32,32,8.35481,80.42746
NA-7111,2020-01-16,16:17:44,Thursday,Normal,4,4.5,4.5,32,32,8.35475,80.42759
NA-7111,2020-01-16,16:17:45,Thursday,Normal,4,4.5,4.5,32,32,8.35469,80.42771
NA-7111,2020-01-16,16:17:46,Thursday,Normal,4,4.5,4.5,32,32,8.35462,80.42784
NA-7111,2020-01-16,16:17:47,Thursday,Normal,4,4.5,4.5,32,32,8.35455,80.42795
NA-7111,2020-01-16,16:17:48,Thursday,Normal,4,4.5,4.5,32,32,8.35449,80.42807
NA-7111,2020-01-16,16:17:49,Thursday,Normal,4,4.5,4.5,32,32,8.35443,80.4282
NA-7111,2020-01-16,16:17:50,Thursday,Normal,4,4.5,4.5,32,32,8.35438,80.42834
NA-7111,2020-01-16,16:17:51,Thursday,Normal,4,4.5,4.5,32,32,8.35435,80.4285
NA-7111,2020-01-16,16:17:52,Thursday,Normal,4,4.5,4.5,32,32,8.35432,80.42865
NA-7111,2020-01-16,16:17:53,Thursday,Normal,4,4.5,4.5,32,32,8.35429,80.42882
NA-7111,2020-01-16,16:17:54,Thursday,Normal,4,4.5,4.5,32,32,8.35426,80.42899
NA-7111,2020-01-16,16:17:55,Thursday,Normal,4,4.5,4.5,32,32,8.35423,80.42913
NA-7111,2020-01-16,16:17:56,Thursday,Normal,4,4.5,4.5,32,32,8.35419,80.42927
NA-7111,2020-01-16,16:17:57,Thursday,Normal,4,4.5,4.5,32,32,8.35417,80.42942
NA-7111,2020-01-16,16:17:58,Thursday,Normal,4,4.5,4.5,32,32,8.35414,80.42955
NA-7111,2020-01-16,16:17:59,Thursday,Normal,4,4.5,4.5,32,32,8.35411,80.42968
NA-7111,2020-01-16,16:18:00,Thursday,Normal,4,4.5,4.5,32,32,8.35407,80.42982
NA-7111,2020-01-16,16:18:01,Thursday,Normal,4,4.5,4.5,32,32,8.35403,80.42995
NA-7111,2020-01-16,16:18:02,Thursday,Normal,4,4.5,4.5,32,32,8.354,80.43008
NA-7111,2020-01-16,16:18:03,Thursday,Normal,4,4.5,4.5,32,32,8.35396,80.4302
NA-7111,2020-01-16,16:18:04,Thursday,Normal,4,4.5,4.5,32,32,8.35392,80.43033
NA-7111,2020-01-16,16:18:05,Thursday,Normal,4,4.5,4.5,32,32,8.35388,80.43043
NA-7111,2020-01-16,16:18:06,Thursday,Normal,4,4.5,4.5,32,32,8.35386,80.43056
NA-7111,2020-01-16,16:18:07,Thursday,Normal,4,4.5,4.5,32,32,8.35384,80.43068
NA-7111,2020-01-16,16:18:08,Thursday,Normal,4,4.5,4.5,32,32,8.35384,80.43079
NA-7111,2020-01-16,16:18:09,Thursday,Normal,4,4.5,4.5,32,32,8.35385,80.43091
NA-7111,2020-01-16,16:18:10,Thursday,Normal,4,4.5,4.5,32,32,8.35387,80.43104
NA-7111,2020-01-16,16:18:11,Thursday,Normal,4,4.5,4.5,32,32,8.35388,80.43117
NA-7111,2020-01-16,16:18:12,Thursday,Normal,4,4.5,4.5,32,32,8.3539,80.43131
NA-7111,2020-01-16,16:18:13,Thursday,Normal,4,4.5,4.5,32,32,8.35392,80.43145
NA-7111,2020-01-16,16:18:14,Thursday,Normal,4,4.5,4.5,32,32,8.35393,80.43158
NA-7111,2020-01-16,16:18:15,Thursday,Normal,4,4.5,4.5,32,32,8.35394,80.43171
NA-7111,2020-01-16,16:18:16,Thursday,Normal,4,4.5,4.5,32,32,8.35396,80.43183
NA-7111,2020-01-16,16:18:17,Thursday,Normal,4,4.5,4.5,32,32,8.35397,80.43195
NA-7111,2020-01-16,16:18:18,Thursday,Normal,4,4.5,4.5,32,32,8.35398,80.43205
NA-7111,2020-01-16,16:18:19,Thursday,Normal,4,4.5,4.5,32,32,8.35399,80.43215
NA-7111,2020-01-16,16:18:20,Thursday,Normal,4,4.5,4.5,32,32,8.35399,80.43226
NA-7111,2020-01-16,16:18:21,Thursday,Normal,4,4.5,4.5,32,32,8.35399,80.43235
NA-7111,2020-01-16,16:18:22,Thursday,Normal,4,4.5,4.5,32,32,8.354,80.43243
NA-7111,2020-01-16,16:18:23,Thursday,Normal,4,4.5,4.5,32,32,8.35401,80.43251
NA-7111,2020-01-16,16:18:24,Thursday,Normal,4,4.5,4.5,32,32,8.35401,80.43255
NA-7111,2020-01-16,16:18:25,Thursday,Normal,4,4.5,4.5,32,32,8.35401,80.43256
NA-7111,2020-01-16,16:18:26,Thursday,Normal,4,4.5,4.5,32,32,8.354,80.43255
NA-7111,2020-01-16,16:18:27,Thursday,Normal,4,4.5,4.5,32,32,8.354,80.43253
NA-7111,2020-01-16,16:18:28,Thursday,Normal,4,4.5,4.5,32,32,8.35399,80.43251
NA-7111,2020-01-16,16:18:29,Thursday,Normal,4,4.5,4.5,32,32,8.35399,80.43249
NA-7111,2020-01-16,16:18:31,Thursday,Normal,4,4.5,4.5,32,32,8.35399,80.43252
NA-7111,2020-01-16,16:18:32,Thursday,Normal,4,4.5,4.5,32,32,8.35399,80.43256
NA-7111,2020-01-16,16:18:33,Thursday,Normal,4,4.5,4.5,32,32,8.354,80.43262
NA-7111,2020-01-16,16:18:34,Thursday,Normal,4,4.5,4.5,32,32,8.354,80.43268
NA-7111,2020-01-16,16:18:35,Thursday,Normal,4,4.5,4.5,32,32,8.35401,80.43274
NA-7111,2020-01-16,16:18:36,Thursday,Normal,4,4.5,4.5,32,32,8.35401,80.43281
NA-7111,2020-01-16,16:18:37,Thursday,Normal,4,4.5,4.5,32,32,8.35401,80.4329
NA-7111,2020-01-16,16:18:38,Thursday,Normal,4,4.5,4.5,32,32,8.35401,80.43298
NA-7111,2020-01-16,16:18:39,Thursday,Normal,4,4.5,4.5,32,32,8.35401,80.43305
NA-7111,2020-01-16,16:18:40,Thursday,Normal,4,4.5,4.5,32,32,8.35401,80.43313
NA-7111,2020-01-16,16:18:41,Thursday,Normal,4,4.5,4.5,32,32,8.354,80.43321
NA-7111,2020-01-16,16:18:42,Thursday,Normal,4,4.5,4.5,32,32,8.35401,80.43332
NA-7111,2020-01-16,16:18:43,Thursday,Normal,4,4.5,4.5,32,32,8.35402,80.43343
NA-7111,2020-01-16,16:18:44,Thursday,Normal,4,4.5,4.5,32,32,8.35404,80.43353
NA-7111,2020-01-16,16:18:45,Thursday,Normal,4,4.5,4.5,32,32,8.35405,80.43366
NA-7111,2020-01-16,16:18:46,Thursday,Normal,4,4.5,4.5,32,32,8.35407,80.43379
NA-7111,2020-01-16,16:18:47,Thursday,Normal,4,4.5,4.5,32,32,8.35408,80.43392
NA-7111,2020-01-16,16:18:48,Thursday,Normal,4,4.5,4.5,32,32,8.3541,80.43404
NA-7111,2020-01-16,16:18:49,Thursday,Normal,4,4.5,4.5,32,32,8.35411,80.43415
