Bus No,Date,Time,Week Day,Bus Type,Driver Rating Based On Time,Driver Rating Based On Decepline,Bus Rating,Driver Age,Weather,Longtide,Latitude
NB-1663,2020-01-10,16:40:04,Friday,Normal,3.5,4,4.5,29,32,8.33785,80.41167
NB-1663,2020-01-10,16:40:05,Friday,Normal,3.5,4,4.5,29,32,8.33791,80.41167
NB-1663,2020-01-10,16:40:06,Friday,Normal,3.5,4,4.5,29,32,8.33797,80.41169
NB-1663,2020-01-10,16:40:07,Friday,Normal,3.5,4,4.5,29,32,8.33801,80.4117
NB-1663,2020-01-10,16:40:08,Friday,Normal,3.5,4,4.5,29,32,8.33811,80.41172
NB-1663,2020-01-10,16:40:09,Friday,Normal,3.5,4,4.5,29,32,8.33819,80.41172
NB-1663,2020-01-10,16:40:10,Friday,Normal,3.5,4,4.5,29,32,8.33829,80.41172
NB-1663,2020-01-10,16:40:11,Friday,Normal,3.5,4,4.5,29,32,8.33836,80.41173
NB-1663,2020-01-10,16:40:12,Friday,Normal,3.5,4,4.5,29,32,8.33844,80.41175
NB-1663,2020-01-10,16:40:13,Friday,Normal,3.5,4,4.5,29,32,8.33853,80.41172
NB-1663,2020-01-10,16:40:14,Friday,Normal,3.5,4,4.5,29,32,8.33861,80.41173
NB-1663,2020-01-10,16:40:15,Friday,Normal,3.5,4,4.5,29,32,8.33869,80.41174
NB-1663,2020-01-10,16:40:16,Friday,Normal,3.5,4,4.5,29,32,8.33877,80.41175
NB-1663,2020-01-10,16:40:17,Friday,Normal,3.5,4,4.5,29,32,8.33884,80.41175
NB-1663,2020-01-10,16:40:18,Friday,Normal,3.5,4,4.5,29,32,8.33891,80.41175
NB-1663,2020-01-10,16:40:19,Friday,Normal,3.5,4,4.5,29,32,8.33899,80.41173
NB-1663,2020-01-10,16:40:20,Friday,Normal,3.5,4,4.5,29,32,8.33907,80.41173
NB-1663,2020-01-10,16:40:21,Friday,Normal,3.5,4,4.5,29,32,8.33916,80.41172
NB-1663,2020-01-10,16:40:22,Friday,Normal,3.5,4,4.5,29,32,8.33926,80.41169
NB-1663,2020-01-10,16:40:23,Friday,Normal,3.5,4,4.5,29,32,8.33935,80.4117
NB-1663,2020-01-10,16:40:24,Friday,Normal,3.5,4,4.5,29,32,8.33943,80.4117
NB-1663,2020-01-10,16:40:25,Friday,Normal,3.5,4,4.5,29,32,8.33949,80.41167
NB-1663,2020-01-10,16:40:26,Friday,Normal,3.5,4,4.5,29,32,8.33956,80.41167
NB-1663,2020-01-10,16:40:27,Friday,Normal,3.5,4,4.5,29,32,8.33962,80.41167
NB-1663,2020-01-10,16:40:28,Friday,Normal,3.5,4,4.5,29,32,8.33967,80.41166
NB-1663,2020-01-10,16:40:29,Friday,Normal,3.5,4,4.5,29,32,8.33973,80.41166
NB-1663,2020-01-10,16:40:30,Friday,Normal,3.5,4,4.5,29,32,8.33978,80.4117
NB-1663,2020-01-10,16:40:31,Friday,Normal,3.5,4,4.5,29,32,8.33982,80.4117
NB-1663,2020-01-10,16:40:32,Friday,Normal,3.5,4,4.5,29,32,8.33989,80.41169
NB-1663,2020-01-10,16:40:33,Friday,Normal,3.5,4,4.5,29,32,8.33995,80.41171
NB-1663,2020-01-10,16:40:34,Friday,Normal,3.5,4,4.5,29,32,8.33998,80.41169
NB-1663,2020-01-10,16:40:35,Friday,Normal,3.5,4,4.5,29,32,8.34003,80.4117
NB-1663,2020-01-10,16:40:36,Friday,Normal,3.5,4,4.5,29,32,8.34007,80.41168
NB-1663,2020-01-10,16:40:37,Friday,Normal,3.5,4,4.5,29,32,8.34011,80.41169
NB-1663,2020-01-10,16:40:38,Friday,Normal,3.5,4,4.5,29,32,8.34015,80.41169
NB-1663,2020-01-10,16:40:39,Friday,Normal,3.5,4,4.5,29,32,8.34019,80.41169
NB-1663,2020-01-10,16:40:40,Friday,Normal,3.5,4,4.5,29,32,8.34023,80.4117
NB-1663,2020-01-10,16:40:41,Friday,Normal,3.5,4,4.5,29,32,8.34028,80.41169
NB-1663,2020-01-10,16:40:42,Friday,Normal,3.5,4,4.5,29,32,8.34032,80.41168
NB-1663,2020-01-10,16:40:43,Friday,Normal,3.5,4,4.5,29,32,8.34037,80.41171
NB-1663,2020-01-10,16:40:44,Friday,Normal,3.5,4,4.5,29,32,8.34043,80.41169
NB-1663,2020-01-10,16:40:45,Friday,Normal,3.5,4,4.5,29,32,8.34048,80.41167
NB-1663,2020-01-10,16:40:46,Friday,Normal,3.5,4,4.5,29,32,8.34053,80.41169
NB-1663,2020-01-10,16:40:47,Friday,Normal,3.5,4,4.5,29,32,8.34059,80.41169
NB-1663,2020-01-10,16:40:48,Friday,Normal,3.5,4,4.5,29,32,8.34066,80.41169
NB-1663,2020-01-10,16:40:49,Friday,Normal,3.5,4,4.5,29,32,8.34071,80.41172
NB-1663,2020-01-10,16:40:50,Friday,Normal,3.5,4,4.5,29,32,8.34079,80.41171
NB-1663,2020-01-10,16:40:51,Friday,Normal,3.5,4,4.5,29,32,8.34084,80.41169
NB-1663,2020-01-10,16:40:52,Friday,Normal,3.5,4,4.5,29,32,8.3409,80.41169
NB-1663,2020-01-10,16:40:53,Friday,Normal,3.5,4,4.5,29,32,8.34094,80.41169
NB-1663,2020-01-10,16:40:54,Friday,Normal,3.5,4,4.5,29,32,8.34099,80.4117
NB-1663,2020-01-10,16:40:55,Friday,Normal,3.5,4,4.5,29,32,8.34105,80.4117
NB-1663,2020-01-10,16:40:56,Friday,Normal,3.5,4,4.5,29,32,8.3411,80.41172
NB-1663,2020-01-10,16:40:57,Friday,Normal,3.5,4,4.5,29,32,8.34117,80.41171
NB-1663,2020-01-10,16:40:58,Friday,Normal,3.5,4,4.5,29,32,8.34121,80.41171
NB-1663,2020-01-10,16:40:59,Friday,Normal,3.5,4,4.5,29,32,8.34124,80.41172
NB-1663,2020-01-10,16:41:00,Friday,Normal,3.5,4,4.5,29,32,8.34128,80.41173
NB-1663,2020-01-10,16:41:01,Friday,Normal,3.5,4,4.5,29,32,8.34132,80.41173
NB-1663,2020-01-10,16:41:02,Friday,Normal,3.5,4,4.5,29,32,8.34136,80.41173
NB-1663,2020-01-10,16:41:03,Friday,Normal,3.5,4,4.5,29,32,8.3414,80.41174
NB-1663,2020-01-10,16:41:04,Friday,Normal,3.5,4,4.5,29,32,8.34143,80.41174
NB-1663,2020-01-10,16:41:05,Friday,Normal,3.5,4,4.5,29,32,8.34146,80.41175
NB-1663,2020-01-10,16:41:06,Friday,Normal,3.5,4,4.5,29,32,8.34148,80.41176
NB-1663,2020-01-10,16:41:07,Friday,Normal,3.5,4,4.5,29,32,8.34153,80.41177
NB-1663,2020-01-10,16:41:08,Friday,Normal,3.5,4,4.5,29,32,8.34154,80.41178
NB-1663,2020-01-10,16:41:09,Friday,Normal,3.5,4,4.5,29,32,8.34156,80.41178
NB-1663,2020-01-10,16:41:11,Friday,Normal,3.5,4,4.5,29,32,8.34157,80.41178
NB-1663,2020-01-10,16:41:13,Friday,Normal,3.5,4,4.5,29,32,8.34159,80.41179
NB-1663,2020-01-10,16:41:14,Friday,Normal,3.5,4,4.5,29,32,8.34158,80.41179
NB-1663,2020-01-10,16:41:16,Friday,Normal,3.5,4,4.5,29,32,8.34162,80.4118
NB-1663,2020-01-10,16:41:17,Friday,Normal,3.5,4,4.5,29,32,8.34166,80.41182
NB-1663,2020-01-10,16:41:18,Friday,Normal,3.5,4,4.5,29,32,8.3417,80.41182
NB-1663,2020-01-10,16:41:19,Friday,Normal,3.5,4,4.5,29,32,8.34173,80.41181
NB-1663,2020-01-10,16:41:20,Friday,Normal,3.5,4,4.5,29,32,8.34176,80.41181
NB-1663,2020-01-10,16:41:21,Friday,Normal,3.5,4,4.5,29,32,8.34179,80.4118
NB-1663,2020-01-10,16:41:22,Friday,Normal,3.5,4,4.5,29,32,8.34182,80.41181
NB-1663,2020-01-10,16:41:23,Friday,Normal,3.5,4,4.5,29,32,8.34186,80.41181
NB-1663,2020-01-10,16:41:24,Friday,Normal,3.5,4,4.5,29,32,8.34189,80.41181
NB-1663,2020-01-10,16:41:25,Friday,Normal,3.5,4,4.5,29,32,8.34191,80.4118
NB-1663,2020-01-10,16:41:27,Friday,Normal,3.5,4,4.5,29,32,8.34192,80.41179
NB-1663,2020-01-10,16:41:28,Friday,Normal,3.5,4,4.5,29,32,8.34193,80.41179
NB-1663,2020-01-10,16:41:29,Friday,Normal,3.5,4,4.5,29,32,8.34195,80.41178
NB-1663,2020-01-10,16:41:31,Friday,Normal,3.5,4,4.5,29,32,8.34194,80.41176
NB-1663,2020-01-10,16:41:32,Friday,Normal,3.5,4,4.5,29,32,8.34196,80.41177
NB-1663,2020-01-10,16:41:33,Friday,Normal,3.5,4,4.5,29,32,8.34197,80.41178
NB-1663,2020-01-10,16:41:34,Friday,Normal,3.5,4,4.5,29,32,8.342,80.4118
NB-1663,2020-01-10,16:41:36,Friday,Normal,3.5,4,4.5,29,32,8.34198,80.41179
NB-1663,2020-01-10,16:41:37,Friday,Normal,3.5,4,4.5,29,32,8.34199,80.41178
NB-1663,2020-01-10,16:41:41,Friday,Normal,3.5,4,4.5,29,32,8.34202,80.41179
NB-1663,2020-01-10,16:41:42,Friday,Normal,3.5,4,4.5,29,32,8.34198,80.41177
NB-1663,2020-01-10,16:41:43,Friday,Normal,3.5,4,4.5,29,32,8.34196,80.41178
NB-1663,2020-01-10,16:41:45,Friday,Normal,3.5,4,4.5,29,32,8.34197,80.41179
NB-1663,2020-01-10,16:41:46,Friday,Normal,3.5,4,4.5,29,32,8.34198,80.41179
NB-1663,2020-01-10,16:41:47,Friday,Normal,3.5,4,4.5,29,32,8.34197,80.41179
NB-1663,2020-01-10,16:41:49,Friday,Normal,3.5,4,4.5,29,32,8.34199,80.41178
NB-1663,2020-01-10,16:41:50,Friday,Normal,3.5,4,4.5,29,32,8.342,80.41176
NB-1663,2020-01-10,16:41:51,Friday,Normal,3.5,4,4.5,29,32,8.34201,80.41176
NB-1663,2020-01-10,16:41:53,Friday,Normal,3.5,4,4.5,29,32,8.34201,80.41177
NB-1663,2020-01-10,16:41:54,Friday,Normal,3.5,4,4.5,29,32,8.34201,80.41178
NB-1663,2020-01-10,16:41:55,Friday,Normal,3.5,4,4.5,29,32,8.342,80.4118
NB-1663,2020-01-10,16:41:56,Friday,Normal,3.5,4,4.5,29,32,8.342,80.41181
NB-1663,2020-01-10,16:41:57,Friday,Normal,3.5,4,4.5,29,32,8.34199,80.41182
NB-1663,2020-01-10,16:41:59,Friday,Normal,3.5,4,4.5,29,32,8.34197,80.41183
NB-1663,2020-01-10,16:42:01,Friday,Normal,3.5,4,4.5,29,32,8.34196,80.41184
NB-1663,2020-01-10,16:42:09,Friday,Normal,3.5,4,4.5,29,32,8.34196,80.41184
NB-1663,2020-01-10,16:42:13,Friday,Normal,3.5,4,4.5,29,32,8.34197,80.41185
NB-1663,2020-01-10,16:42:16,Friday,Normal,3.5,4,4.5,29,32,8.34202,80.41189
NB-1663,2020-01-10,16:42:17,Friday,Normal,3.5,4,4.5,29,32,8.3421,80.41193
NB-1663,2020-01-10,16:42:18,Friday,Normal,3.5,4,4.5,29,32,8.34215,80.4119
NB-1663,2020-01-10,16:42:19,Friday,Normal,3.5,4,4.5,29,32,8.34222,80.41191
NB-1663,2020-01-10,16:42:20,Friday,Normal,3.5,4,4.5,29,32,8.34226,80.41195
NB-1663,2020-01-10,16:42:21,Friday,Normal,3.5,4,4.5,29,32,8.34231,80.41203
NB-1663,2020-01-10,16:42:22,Friday,Normal,3.5,4,4.5,29,32,8.34236,80.41207
NB-1663,2020-01-10,16:42:23,Friday,Normal,3.5,4,4.5,29,32,8.3424,80.4121
NB-1663,2020-01-10,16:42:24,Friday,Normal,3.5,4,4.5,29,32,8.34245,80.41214
NB-1663,2020-01-10,16:42:25,Friday,Normal,3.5,4,4.5,29,32,8.34251,80.41216
NB-1663,2020-01-10,16:42:26,Friday,Normal,3.5,4,4.5,29,32,8.34259,80.4122
NB-1663,2020-01-10,16:42:27,Friday,Normal,3.5,4,4.5,29,32,8.34265,80.41223
NB-1663,2020-01-10,16:42:28,Friday,Normal,3.5,4,4.5,29,32,8.34272,80.41225
NB-1663,2020-01-10,16:42:29,Friday,Normal,3.5,4,4.5,29,32,8.34281,80.41226
NB-1663,2020-01-10,16:42:30,Friday,Normal,3.5,4,4.5,29,32,8.3429,80.41228
NB-1663,2020-01-10,16:42:31,Friday,Normal,3.5,4,4.5,29,32,8.34299,80.41229
NB-1663,2020-01-10,16:42:32,Friday,Normal,3.5,4,4.5,29,32,8.3431,80.41231
NB-1663,2020-01-10,16:42:33,Friday,Normal,3.5,4,4.5,29,32,8.34321,80.41235
NB-1663,2020-01-10,16:42:34,Friday,Normal,3.5,4,4.5,29,32,8.34337,80.41222
NB-1663,2020-01-10,16:42:35,Friday,Normal,3.5,4,4.5,29,32,8.34349,80.41224
NB-1663,2020-01-10,16:42:36,Friday,Normal,3.5,4,4.5,29,32,8.34361,80.41224
NB-1663,2020-01-10,16:42:37,Friday,Normal,3.5,4,4.5,29,32,8.34372,80.41225
NB-1663,2020-01-10,16:42:38,Friday,Normal,3.5,4,4.5,29,32,8.34389,80.41225
NB-1663,2020-01-10,16:42:39,Friday,Normal,3.5,4,4.5,29,32,8.34399,80.41224
NB-1663,2020-01-10,16:42:40,Friday,Normal,3.5,4,4.5,29,32,8.34403,80.41229
NB-1663,2020-01-10,16:42:41,Friday,Normal,3.5,4,4.5,29,32,8.34414,80.41223
NB-1663,2020-01-10,16:42:42,Friday,Normal,3.5,4,4.5,29,32,8.34414,80.41228
NB-1663,2020-01-10,16:42:43,Friday,Normal,3.5,4,4.5,29,32,8.34424,80.41229
NB-1663,2020-01-10,16:42:44,Friday,Normal,3.5,4,4.5,29,32,8.3443,80.41229
NB-1663,2020-01-10,16:42:45,Friday,Normal,3.5,4,4.5,29,32,8.3444,80.4123
NB-1663,2020-01-10,16:42:46,Friday,Normal,3.5,4,4.5,29,32,8.34447,80.41229
NB-1663,2020-01-10,16:42:47,Friday,Normal,3.5,4,4.5,29,32,8.34453,80.4123
NB-1663,2020-01-10,16:42:48,Friday,Normal,3.5,4,4.5,29,32,8.34459,80.4123
NB-1663,2020-01-10,16:42:49,Friday,Normal,3.5,4,4.5,29,32,8.34468,80.41231
NB-1663,2020-01-10,16:42:50,Friday,Normal,3.5,4,4.5,29,32,8.34482,80.41229
NB-1663,2020-01-10,16:42:51,Friday,Normal,3.5,4,4.5,29,32,8.34493,80.41229
NB-1663,2020-01-10,16:42:52,Friday,Normal,3.5,4,4.5,29,32,8.34504,80.41229
NB-1663,2020-01-10,16:42:53,Friday,Normal,3.5,4,4.5,29,32,8.34514,80.4123
NB-1663,2020-01-10,16:42:54,Friday,Normal,3.5,4,4.5,29,32,8.34526,80.41234
NB-1663,2020-01-10,16:42:55,Friday,Normal,3.5,4,4.5,29,32,8.34538,80.41229
NB-1663,2020-01-10,16:42:56,Friday,Normal,3.5,4,4.5,29,32,8.34549,80.41229
NB-1663,2020-01-10,16:42:57,Friday,Normal,3.5,4,4.5,29,32,8.34562,80.41231
NB-1663,2020-01-10,16:42:58,Friday,Normal,3.5,4,4.5,29,32,8.34571,80.41231
NB-1663,2020-01-10,16:42:59,Friday,Normal,3.5,4,4.5,29,32,8.34583,80.41233
NB-1663,2020-01-10,16:43:00,Friday,Normal,3.5,4,4.5,29,32,8.34595,80.41234
NB-1663,2020-01-10,16:43:01,Friday,Normal,3.5,4,4.5,29,32,8.34608,80.41231
NB-1663,2020-01-10,16:43:02,Friday,Normal,3.5,4,4.5,29,32,8.34624,80.41231
NB-1663,2020-01-10,16:43:03,Friday,Normal,3.5,4,4.5,29,32,8.34638,80.41235
NB-1663,2020-01-10,16:43:04,Friday,Normal,3.5,4,4.5,29,32,8.34651,80.41236
NB-1663,2020-01-10,16:43:05,Friday,Normal,3.5,4,4.5,29,32,8.34664,80.4124
NB-1663,2020-01-10,16:43:06,Friday,Normal,3.5,4,4.5,29,32,8.34678,80.4124
NB-1663,2020-01-10,16:43:07,Friday,Normal,3.5,4,4.5,29,32,8.3469,80.41242
NB-1663,2020-01-10,16:43:08,Friday,Normal,3.5,4,4.5,29,32,8.34704,80.41245
NB-1663,2020-01-10,16:43:09,Friday,Normal,3.5,4,4.5,29,32,8.34718,80.41245
NB-1663,2020-01-10,16:43:10,Friday,Normal,3.5,4,4.5,29,32,8.34728,80.41244
NB-1663,2020-01-10,16:43:11,Friday,Normal,3.5,4,4.5,29,32,8.3474,80.41237
NB-1663,2020-01-10,16:43:12,Friday,Normal,3.5,4,4.5,29,32,8.34748,80.41235
NB-1663,2020-01-10,16:43:13,Friday,Normal,3.5,4,4.5,29,32,8.34752,80.41237
NB-1663,2020-01-10,16:43:14,Friday,Normal,3.5,4,4.5,29,32,8.34763,80.41233
NB-1663,2020-01-10,16:43:15,Friday,Normal,3.5,4,4.5,29,32,8.34775,80.4123
NB-1663,2020-01-10,16:43:16,Friday,Normal,3.5,4,4.5,29,32,8.34783,80.41225
NB-1663,2020-01-10,16:43:17,Friday,Normal,3.5,4,4.5,29,32,8.3479,80.41224
NB-1663,2020-01-10,16:43:18,Friday,Normal,3.5,4,4.5,29,32,8.348,80.41218
NB-1663,2020-01-10,16:43:19,Friday,Normal,3.5,4,4.5,29,32,8.3481,80.41217
NB-1663,2020-01-10,16:43:20,Friday,Normal,3.5,4,4.5,29,32,8.3482,80.4122
NB-1663,2020-01-10,16:43:21,Friday,Normal,3.5,4,4.5,29,32,8.34828,80.41222
NB-1663,2020-01-10,16:43:22,Friday,Normal,3.5,4,4.5,29,32,8.34838,80.41226
NB-1663,2020-01-10,16:43:23,Friday,Normal,3.5,4,4.5,29,32,8.34848,80.41231
NB-1663,2020-01-10,16:43:24,Friday,Normal,3.5,4,4.5,29,32,8.34859,80.41231
NB-1663,2020-01-10,16:43:25,Friday,Normal,3.5,4,4.5,29,32,8.34871,80.41229
NB-1663,2020-01-10,16:43:26,Friday,Normal,3.5,4,4.5,29,32,8.34881,80.41229
NB-1663,2020-01-10,16:43:27,Friday,Normal,3.5,4,4.5,29,32,8.34885,80.41233
NB-1663,2020-01-10,16:43:28,Friday,Normal,3.5,4,4.5,29,32,8.34893,80.4124
NB-1663,2020-01-10,16:43:29,Friday,Normal,3.5,4,4.5,29,32,8.34901,80.41246
NB-1663,2020-01-10,16:43:30,Friday,Normal,3.5,4,4.5,29,32,8.34909,80.41251
NB-1663,2020-01-10,16:43:31,Friday,Normal,3.5,4,4.5,29,32,8.34915,80.41256
NB-1663,2020-01-10,16:43:32,Friday,Normal,3.5,4,4.5,29,32,8.34922,80.41267
NB-1663,2020-01-10,16:43:33,Friday,Normal,3.5,4,4.5,29,32,8.34928,80.41274
NB-1663,2020-01-10,16:43:34,Friday,Normal,3.5,4,4.5,29,32,8.34934,80.41281
NB-1663,2020-01-10,16:43:35,Friday,Normal,3.5,4,4.5,29,32,8.3494,80.41286
NB-1663,2020-01-10,16:43:36,Friday,Normal,3.5,4,4.5,29,32,8.34948,80.41292
NB-1663,2020-01-10,16:43:37,Friday,Normal,3.5,4,4.5,29,32,8.34956,80.41299
NB-1663,2020-01-10,16:43:38,Friday,Normal,3.5,4,4.5,29,32,8.34965,80.41306
NB-1663,2020-01-10,16:43:39,Friday,Normal,3.5,4,4.5,29,32,8.34972,80.41317
NB-1663,2020-01-10,16:43:40,Friday,Normal,3.5,4,4.5,29,32,8.34976,80.41331
NB-1663,2020-01-10,16:43:41,Friday,Normal,3.5,4,4.5,29,32,8.34981,80.41339
NB-1663,2020-01-10,16:43:42,Friday,Normal,3.5,4,4.5,29,32,8.34987,80.41346
NB-1663,2020-01-10,16:43:43,Friday,Normal,3.5,4,4.5,29,32,8.34992,80.41355
NB-1663,2020-01-10,16:43:44,Friday,Normal,3.5,4,4.5,29,32,8.34997,80.41358
NB-1663,2020-01-10,16:43:45,Friday,Normal,3.5,4,4.5,29,32,8.35002,80.41365
NB-1663,2020-01-10,16:43:46,Friday,Normal,3.5,4,4.5,29,32,8.35009,80.41377
NB-1663,2020-01-10,16:43:47,Friday,Normal,3.5,4,4.5,29,32,8.35012,80.41386
NB-1663,2020-01-10,16:43:48,Friday,Normal,3.5,4,4.5,29,32,8.35017,80.41399
NB-1663,2020-01-10,16:43:49,Friday,Normal,3.5,4,4.5,29,32,8.35023,80.4141
NB-1663,2020-01-10,16:43:50,Friday,Normal,3.5,4,4.5,29,32,8.35027,80.41418
NB-1663,2020-01-10,16:43:51,Friday,Normal,3.5,4,4.5,29,32,8.35031,80.41425
NB-1663,2020-01-10,16:43:52,Friday,Normal,3.5,4,4.5,29,32,8.35035,80.41434
NB-1663,2020-01-10,16:43:53,Friday,Normal,3.5,4,4.5,29,32,8.35039,80.41443
NB-1663,2020-01-10,16:43:54,Friday,Normal,3.5,4,4.5,29,32,8.35043,80.4145
NB-1663,2020-01-10,16:43:55,Friday,Normal,3.5,4,4.5,29,32,8.35044,80.41451
NB-1663,2020-01-10,16:43:56,Friday,Normal,3.5,4,4.5,29,32,8.35046,80.41451
NB-1663,2020-01-10,16:43:58,Friday,Normal,3.5,4,4.5,29,32,8.35046,80.41454
NB-1663,2020-01-10,16:44:00,Friday,Normal,3.5,4,4.5,29,32,8.35048,80.41458
NB-1663,2020-01-10,16:44:01,Friday,Normal,3.5,4,4.5,29,32,8.35048,80.4146
NB-1663,2020-01-10,16:44:02,Friday,Normal,3.5,4,4.5,29,32,8.35049,80.41464
NB-1663,2020-01-10,16:44:03,Friday,Normal,3.5,4,4.5,29,32,8.35053,80.41471
NB-1663,2020-01-10,16:44:04,Friday,Normal,3.5,4,4.5,29,32,8.35055,80.41476
NB-1663,2020-01-10,16:44:05,Friday,Normal,3.5,4,4.5,29,32,8.35058,80.4148
NB-1663,2020-01-10,16:44:06,Friday,Normal,3.5,4,4.5,29,32,8.35059,80.41486
NB-1663,2020-01-10,16:44:07,Friday,Normal,3.5,4,4.5,29,32,8.35059,80.41491
NB-1663,2020-01-10,16:44:08,Friday,Normal,3.5,4,4.5,29,32,8.35063,80.415
NB-1663,2020-01-10,16:44:09,Friday,Normal,3.5,4,4.5,29,32,8.35065,80.41507
NB-1663,2020-01-10,16:44:10,Friday,Normal,3.5,4,4.5,29,32,8.35068,80.41515
NB-1663,2020-01-10,16:44:11,Friday,Normal,3.5,4,4.5,29,32,8.35071,80.41524
NB-1663,2020-01-10,16:44:12,Friday,Normal,3.5,4,4.5,29,32,8.35076,80.41531
NB-1663,2020-01-10,16:44:13,Friday,Normal,3.5,4,4.5,29,32,8.35082,80.41541
NB-1663,2020-01-10,16:44:14,Friday,Normal,3.5,4,4.5,29,32,8.35091,80.41549
NB-1663,2020-01-10,16:44:15,Friday,Normal,3.5,4,4.5,29,32,8.35099,80.41556
NB-1663,2020-01-10,16:44:16,Friday,Normal,3.5,4,4.5,29,32,8.35108,80.41563
NB-1663,2020-01-10,16:44:17,Friday,Normal,3.5,4,4.5,29,32,8.35117,80.41571
NB-1663,2020-01-10,16:44:18,Friday,Normal,3.5,4,4.5,29,32,8.35127,80.41579
NB-1663,2020-01-10,16:44:19,Friday,Normal,3.5,4,4.5,29,32,8.35136,80.41585
NB-1663,2020-01-10,16:44:20,Friday,Normal,3.5,4,4.5,29,32,8.35144,80.41591
NB-1663,2020-01-10,16:44:21,Friday,Normal,3.5,4,4.5,29,32,8.35153,80.41599
NB-1663,2020-01-10,16:44:22,Friday,Normal,3.5,4,4.5,29,32,8.35162,80.41608
NB-1663,2020-01-10,16:44:23,Friday,Normal,3.5,4,4.5,29,32,8.35172,80.41616
NB-1663,2020-01-10,16:44:24,Friday,Normal,3.5,4,4.5,29,32,8.35182,80.41625
NB-1663,2020-01-10,16:44:25,Friday,Normal,3.5,4,4.5,29,32,8.35194,80.41633
NB-1663,2020-01-10,16:44:26,Friday,Normal,3.5,4,4.5,29,32,8.35203,80.41641
NB-1663,2020-01-10,16:44:27,Friday,Normal,3.5,4,4.5,29,32,8.35212,80.41648
NB-1663,2020-01-10,16:44:28,Friday,Normal,3.5,4,4.5,29,32,8.35221,80.41656
NB-1663,2020-01-10,16:44:29,Friday,Normal,3.5,4,4.5,29,32,8.3523,80.41663
NB-1663,2020-01-10,16:44:30,Friday,Normal,3.5,4,4.5,29,32,8.35238,80.41669
NB-1663,2020-01-10,16:44:31,Friday,Normal,3.5,4,4.5,29,32,8.35246,80.41674
NB-1663,2020-01-10,16:44:32,Friday,Normal,3.5,4,4.5,29,32,8.35252,80.41683
NB-1663,2020-01-10,16:44:33,Friday,Normal,3.5,4,4.5,29,32,8.3526,80.4169
NB-1663,2020-01-10,16:44:34,Friday,Normal,3.5,4,4.5,29,32,8.35267,80.41696
NB-1663,2020-01-10,16:44:35,Friday,Normal,3.5,4,4.5,29,32,8.35274,80.417
NB-1663,2020-01-10,16:44:36,Friday,Normal,3.5,4,4.5,29,32,8.3528,80.41707
NB-1663,2020-01-10,16:44:37,Friday,Normal,3.5,4,4.5,29,32,8.35287,80.41712
NB-1663,2020-01-10,16:44:38,Friday,Normal,3.5,4,4.5,29,32,8.35296,80.41716
NB-1663,2020-01-10,16:44:39,Friday,Normal,3.5,4,4.5,29,32,8.35306,80.41722
NB-1663,2020-01-10,16:44:40,Friday,Normal,3.5,4,4.5,29,32,8.35315,80.41726
NB-1663,2020-01-10,16:44:41,Friday,Normal,3.5,4,4.5,29,32,8.35325,80.41727
NB-1663,2020-01-10,16:44:42,Friday,Normal,3.5,4,4.5,29,32,8.35335,80.41729
NB-1663,2020-01-10,16:44:43,Friday,Normal,3.5,4,4.5,29,32,8.35342,80.41731
NB-1663,2020-01-10,16:44:44,Friday,Normal,3.5,4,4.5,29,32,8.35349,80.41735
NB-1663,2020-01-10,16:44:45,Friday,Normal,3.5,4,4.5,29,32,8.35356,80.41739
NB-1663,2020-01-10,16:44:46,Friday,Normal,3.5,4,4.5,29,32,8.35362,80.41741
NB-1663,2020-01-10,16:44:47,Friday,Normal,3.5,4,4.5,29,32,8.35369,80.41741
NB-1663,2020-01-10,16:44:48,Friday,Normal,3.5,4,4.5,29,32,8.35373,80.41744
NB-1663,2020-01-10,16:44:49,Friday,Normal,3.5,4,4.5,29,32,8.3538,80.41747
NB-1663,2020-01-10,16:44:50,Friday,Normal,3.5,4,4.5,29,32,8.35387,80.4175
NB-1663,2020-01-10,16:44:51,Friday,Normal,3.5,4,4.5,29,32,8.35393,80.41755
NB-1663,2020-01-10,16:44:52,Friday,Normal,3.5,4,4.5,29,32,8.35402,80.41756
NB-1663,2020-01-10,16:44:53,Friday,Normal,3.5,4,4.5,29,32,8.35412,80.41757
NB-1663,2020-01-10,16:44:54,Friday,Normal,3.5,4,4.5,29,32,8.35417,80.41759
NB-1663,2020-01-10,16:44:55,Friday,Normal,3.5,4,4.5,29,32,8.35422,80.41761
NB-1663,2020-01-10,16:44:56,Friday,Normal,3.5,4,4.5,29,32,8.3543,80.41768
NB-1663,2020-01-10,16:44:57,Friday,Normal,3.5,4,4.5,29,32,8.35436,80.4177
NB-1663,2020-01-10,16:44:58,Friday,Normal,3.5,4,4.5,29,32,8.35443,80.41776
NB-1663,2020-01-10,16:44:59,Friday,Normal,3.5,4,4.5,29,32,8.35453,80.41774
NB-1663,2020-01-10,16:45:00,Friday,Normal,3.5,4,4.5,29,32,8.35462,80.41775
NB-1663,2020-01-10,16:45:01,Friday,Normal,3.5,4,4.5,29,32,8.3547,80.41777
NB-1663,2020-01-10,16:45:02,Friday,Normal,3.5,4,4.5,29,32,8.3548,80.41778
NB-1663,2020-01-10,16:45:03,Friday,Normal,3.5,4,4.5,29,32,8.35488,80.41782
NB-1663,2020-01-10,16:45:04,Friday,Normal,3.5,4,4.5,29,32,8.35492,80.41783
