Bus No,Date,Time,Driver rating based on time,Driver rating based on decipline,Bus rating,Driver Age,Weather,Bus type,Longtide,Latitude,Start/End
NC - 5210,2020/02/19,8:45:51,4,4.5,4.5,32,33,Normal,8.4977969,80.7664693,
NC - 5210,2020/02/19,8:46:04,4,4.5,4.5,32,33,Normal,8.4979032,80.7666307,
NC - 5210,2020/02/19,8:46:11,4,4.5,4.5,32,33,Normal,8.4981635,80.7668948,
NC - 5210,2020/02/19,8:46:24,4,4.5,4.5,32,33,Normal,8.4990387,80.7679196,
NC - 5210,2020/02/19,8:46:32,4,4.5,4.5,32,33,Normal,8.4999062,80.7689264,
NC - 5210,2020/02/19,8:46:43,4,4.5,4.5,32,33,Normal,8.5013435,80.7708596,
NC - 5210,2020/02/19,8:46:52,4,4.5,4.5,32,33,Normal,8.5023745,80.7721421,
NC - 5210,2020/02/19,8:47:10,4,4.5,4.5,32,33,Normal,8.5031039,80.7729475,
NC - 5210,2020/02/19,8:47:30,4,4.5,4.5,32,33,Normal,8.5032922,80.7745346,
NC - 5210,2020/02/19,8:47:35,4,4.5,4.5,32,33,Normal,8.5035225,80.7752417,
NC - 5210,2020/02/19,8:47:59,4,4.5,4.5,32,33,Normal,8.5039363,80.7769118,
NC - 5210,2020/02/19,8:48:04,4,4.5,4.5,32,33,Normal,8.5039985,80.7770906,
NC - 5210,2020/02/19,8:48:17,4,4.5,4.5,32,33,Normal,8.5044022,80.7778464,
NC - 5210,2020/02/19,8:48:28,4,4.5,4.5,32,33,Normal,8.5047588,80.7783895,
NC - 5210,2020/02/19,8:48:49,4,4.5,4.5,32,33,Normal,8.5052923,80.7790123,
NC - 5210,2020/02/19,8:49:05,4,4.5,4.5,32,33,Normal,8.5062498,80.7803867,
NC - 5210,2020/02/19,8:49:14,4,4.5,4.5,32,33,Normal,8.506939,80.7814646,
NC - 5210,2020/02/19,8:49:24,4,4.5,4.5,32,33,Normal,8.5075486,80.7829756,
NC - 5210,2020/02/19,8:49:33,4,4.5,4.5,32,33,Normal,8.5081783,80.7844688,
NC - 5210,2020/02/19,8:49:43,4,4.5,4.5,32,33,Normal,8.5091517,80.7861406,
NC - 5210,2020/02/19,8:49:54,4,4.5,4.5,32,33,Normal,8.5103311,80.7877256,
NC - 5210,2020/02/19,8:50:07,4,4.5,4.5,32,33,Normal,8.5109638,80.788383,
NC - 5210,2020/02/19,8:50:17,4,4.5,4.5,32,33,Normal,8.5111115,80.7885052,
NC - 5210,2020/02/19,8:50:23,4,4.5,4.5,32,33,Normal,8.5111854,80.7887326,
NC - 5210,2020/02/19,8:50:35,4,4.5,4.5,32,33,Normal,8.5117303,80.7896359,
NC - 5210,2020/02/19,8:50:43,4,4.5,4.5,32,33,Normal,8.5122858,80.7905092,
NC - 5210,2020/02/19,8:50:55,4,4.5,4.5,32,33,Normal,8.5126779,80.7912235,
NC - 5210,2020/02/19,8:51:04,4,4.5,4.5,32,33,Normal,8.5129155,80.7916244,
NC - 5210,2020/02/19,8:51:17,4,4.5,4.5,32,33,Normal,8.5136683,80.7927352,
NC - 5210,2020/02/19,8:51:27,4,4.5,4.5,32,33,Normal,8.5145232,80.7940882,
NC - 5210,2020/02/19,8:51:34,4,4.5,4.5,32,33,Normal,8.5153264,80.7953169,
NC - 5210,2020/02/19,8:51:45,4,4.5,4.5,32,33,Normal,8.5165813,80.7972657,
NC - 5210,2020/02/19,8:52:01,4,4.5,4.5,32,33,Normal,8.5171556,80.7979901,
NC - 5210,2020/02/19,8:52:20,4,4.5,4.5,32,33,Normal,8.5180827,80.7993773,
NC - 5210,2020/02/19,8:52:25,4,4.5,4.5,32,33,Normal,8.5187341,80.800048,
NC - 5210,2020/02/19,8:52:36,4,4.5,4.5,32,33,Normal,8.5201887,80.8014671,
NC - 5210,2020/02/19,8:52:49,4,4.5,4.5,32,33,Normal,8.5209847,80.8021539,
NC - 5210,2020/02/19,8:52:59,4,4.5,4.5,32,33,Normal,8.5211883,80.802397,
NC - 5210,2020/02/19,8:53:06,4,4.5,4.5,32,33,Normal,8.5215099,80.8027213,
NC - 5210,2020/02/19,8:53:17,4,4.5,4.5,32,33,Normal,8.5224067,80.8036707,
NC - 5210,2020/02/19,8:53:26,4,4.5,4.5,32,33,Normal,8.5235055,80.80484,
NC - 5210,2020/02/19,8:53:40,4,4.5,4.5,32,33,Normal,8.5254011,80.8067775,
NC - 5210,2020/02/19,8:53:45,4,4.5,4.5,32,33,Normal,8.5259959,80.8074591,
NC - 5210,2020/02/19,8:53:56,4,4.5,4.5,32,33,Normal,8.5271918,80.8089234,
NC - 5210,2020/02/19,8:54:07,4,4.5,4.5,32,33,Normal,8.5289209,80.8107314,
NC - 5210,2020/02/19,8:54:16,4,4.5,4.5,32,33,Normal,8.5303584,80.8121331,
NC - 5210,2020/02/19,8:54:28,4,4.5,4.5,32,33,Normal,8.5313765,80.8131416,
NC - 5210,2020/02/19,8:54:35,4,4.5,4.5,32,33,Normal,8.531657,80.8133879,
NC - 5210,2020/02/19,8:54:46,4,4.5,4.5,32,33,Normal,8.5321134,80.8137695,
NC - 5210,2020/02/19,8:55:03,4,4.5,4.5,32,33,Normal,8.532603,80.8141812,
NC - 5210,2020/02/19,8:55:19,4,4.5,4.5,32,33,Normal,8.5332306,80.8150131,
NC - 5210,2020/02/19,8:55:28,4,4.5,4.5,32,33,Normal,8.5340709,80.8159459,
NC - 5210,2020/02/19,8:55:41,4,4.5,4.5,32,33,Normal,8.5358846,80.8177727,
NC - 5210,2020/02/19,8:55:47,4,4.5,4.5,32,33,Normal,8.5367906,80.818634,
NC - 5210,2020/02/19,8:56:05,4,4.5,4.5,32,33,Normal,8.5393543,80.8212389,
NC - 5210,2020/02/19,8:56:10,4,4.5,4.5,32,33,Normal,8.5399015,80.8218793,
NC - 5210,2020/02/19,8:56:21,4,4.5,4.5,32,33,Normal,8.5408675,80.8228754,
NC - 5210,2020/02/19,8:56:32,4,4.5,4.5,32,33,Normal,8.5417016,80.823684,
NC - 5210,2020/02/19,8:56:39,4,4.5,4.5,32,33,Normal,8.5422586,80.8242066,
NC - 5210,2020/02/19,8:56:50,4,4.5,4.5,32,33,Normal,8.5431391,80.8252773,
NC - 5210,2020/02/19,8:57:01,4,4.5,4.5,32,33,Normal,8.5440969,80.8261722,
NC - 5210,2020/02/19,8:57:10,4,4.5,4.5,32,33,Normal,8.5444677,80.8264106,
NC - 5210,2020/02/19,8:57:23,4,4.5,4.5,32,33,Normal,8.5448203,80.8269411,
NC - 5210,2020/02/19,8:57:34,4,4.5,4.5,32,33,Normal,8.545615,80.8278322,
NC - 5210,2020/02/19,8:57:39,4,4.5,4.5,32,33,Normal,8.546183,80.8285,
NC - 5210,2020/02/19,8:57:48,4,4.5,4.5,32,33,Normal,8.546985,80.8294802,
NC - 5210,2020/02/19,8:58:00,4,4.5,4.5,32,33,Normal,8.5476722,80.8301747,
NC - 5210,2020/02/19,8:58:09,4,4.5,4.5,32,33,Normal,8.5478223,80.8302984,
NC - 5210,2020/02/19,8:58:20,4,4.5,4.5,32,33,Normal,8.5482894,80.83087,
NC - 5210,2020/02/19,8:58:30,4,4.5,4.5,32,33,Normal,8.5490574,80.8316344,
NC - 5210,2020/02/19,8:58:40,4,4.5,4.5,32,33,Normal,8.5494226,80.8322211,
NC - 5210,2020/02/19,8:58:53,4,4.5,4.5,32,33,Normal,8.5494362,80.8326722,
NC - 5210,2020/02/19,8:58:59,4,4.5,4.5,32,33,Normal,8.5489255,80.832268,
NC - 5210,2020/02/19,8:59:16,4,4.5,4.5,32,33,Normal,8.5487417,80.8317373,
NC - 5210,2020/02/19,8:59:32,4,4.5,4.5,32,33,Normal,8.5487472,80.8317557,
NC - 5210,2020/02/19,8:59:41,4,4.5,4.5,32,33,Normal,8.5488986,80.8318988,
NC - 5210,2020/02/19,8:59:52,4,4.5,4.5,32,33,Normal,8.548979,80.8319628,
NC - 5210,2020/02/19,9:00:00,4,4.5,4.5,32,33,Normal,8.5490429,80.8320202,Horowpotana
NC - 5210,2020/02/19,9:00:12,4,4.5,4.5,32,33,Normal,8.5491949,80.8321868,
NC - 5210,2020/02/19,9:00:22,4,4.5,4.5,32,33,Normal,8.5492192,80.8321662,
NC - 5210,2020/02/19,9:00:31,4,4.5,4.5,32,33,Normal,8.5490524,80.8320044,
NC - 5210,2020/02/19,9:00:42,4,4.5,4.5,32,33,Normal,8.5488157,80.8318124,
NC - 5210,2020/02/19,9:00:50,4,4.5,4.5,32,33,Normal,8.5486621,80.8316755,
NC - 5210,2020/02/19,9:01:01,4,4.5,4.5,32,33,Normal,8.5486252,80.8316438,
NC - 5210,2020/02/19,9:01:10,4,4.5,4.5,32,33,Normal,8.5487777,80.8317216,
NC - 5210,2020/02/19,9:01:20,4,4.5,4.5,32,33,Normal,8.5488126,80.831752,
NC - 5210,2020/02/19,9:01:39,4,4.5,4.5,32,33,Normal,8.5487925,80.8317747,
NC - 5210,2020/02/19,9:01:55,4,4.5,4.5,32,33,Normal,8.5488185,80.8318077,
NC - 5210,2020/02/19,9:02:06,4,4.5,4.5,32,33,Normal,8.5488248,80.8318196,
NC - 5210,2020/02/19,9:02:21,4,4.5,4.5,32,33,Normal,8.5488259,80.8318292,
NC - 5210,2020/02/19,9:02:41,4,4.5,4.5,32,33,Normal,8.5488191,80.8318715,
NC - 5210,2020/02/19,9:02:57,4,4.5,4.5,32,33,Normal,8.5488078,80.8318878,
NC - 5210,2020/02/19,9:03:09,4,4.5,4.5,32,33,Normal,8.5488102,80.831901,
NC - 5210,2020/02/19,9:03:16,4,4.5,4.5,32,33,Normal,8.5488111,80.8319047,
NC - 5210,2020/02/19,9:03:36,4,4.5,4.5,32,33,Normal,8.5488099,80.8319042,
NC - 5210,2020/02/19,9:03:41,4,4.5,4.5,32,33,Normal,8.5488099,80.8319042,
NC - 5210,2020/02/19,9:04:02,4,4.5,4.5,32,33,Normal,8.5488141,80.8319065,
NC - 5210,2020/02/19,9:04:07,4,4.5,4.5,32,33,Normal,8.5488141,80.8319066,
NC - 5210,2020/02/19,9:04:19,4,4.5,4.5,32,33,Normal,8.5488075,80.8319047,
NC - 5210,2020/02/19,9:04:27,4,4.5,4.5,32,33,Normal,8.5488136,80.8319006,
NC - 5210,2020/02/19,9:04:38,4,4.5,4.5,32,33,Normal,8.5488118,80.8318973,
NC - 5210,2020/02/19,9:04:46,4,4.5,4.5,32,33,Normal,8.5487973,80.8318971,
NC - 5210,2020/02/19,9:04:58,4,4.5,4.5,32,33,Normal,8.5488013,80.8319048,
NC - 5210,2020/02/19,9:05:06,4,4.5,4.5,32,33,Normal,8.5488127,80.8319071,
NC - 5210,2020/02/19,9:05:21,4,4.5,4.5,32,33,Normal,8.5488125,80.8318919,
NC - 5210,2020/02/19,9:05:37,4,4.5,4.5,32,33,Normal,8.5488203,80.8318937,
NC - 5210,2020/02/19,9:05:48,4,4.5,4.5,32,33,Normal,8.5488189,80.8319035,
NC - 5210,2020/02/19,9:05:56,4,4.5,4.5,32,33,Normal,8.5488197,80.8319085,
NC - 5210,2020/02/19,9:06:06,4,4.5,4.5,32,33,Normal,8.5488209,80.8319156,
NC - 5210,2020/02/19,9:06:17,4,4.5,4.5,32,33,Normal,8.5488311,80.83192,
NC - 5210,2020/02/19,9:06:27,4,4.5,4.5,32,33,Normal,8.5488278,80.8319209,
NC - 5210,2020/02/19,9:06:37,4,4.5,4.5,32,33,Normal,8.5488276,80.8319225,
NC - 5210,2020/02/19,9:06:49,4,4.5,4.5,32,33,Normal,8.5488318,80.8319257,
NC - 5210,2020/02/19,9:06:56,4,4.5,4.5,32,33,Normal,8.5488314,80.831926,
NC - 5210,2020/02/19,9:07:10,4,4.5,4.5,32,33,Normal,8.5488347,80.8319254,
NC - 5210,2020/02/19,9:07:16,4,4.5,4.5,32,33,Normal,8.5488351,80.8319263,
NC - 5210,2020/02/19,9:07:32,4,4.5,4.5,32,33,Normal,8.5488313,80.8319291,
NC - 5210,2020/02/19,9:07:54,4,4.5,4.5,32,33,Normal,8.548836,80.83194,
NC - 5210,2020/02/19,9:08:12,4,4.5,4.5,32,33,Normal,8.5488249,80.8319396,
NC - 5210,2020/02/19,9:08:18,4,4.5,4.5,32,33,Normal,8.5488274,80.831942,
NC - 5210,2020/02/19,9:08:30,4,4.5,4.5,32,33,Normal,8.5488298,80.8319437,
NC - 5210,2020/02/19,9:08:38,4,4.5,4.5,32,33,Normal,8.5488299,80.8319424,
NC - 5210,2020/02/19,9:08:52,4,4.5,4.5,32,33,Normal,8.5488301,80.8319425,
NC - 5210,2020/02/19,9:08:58,4,4.5,4.5,32,33,Normal,8.5488305,80.8319437,
NC - 5210,2020/02/19,9:09:10,4,4.5,4.5,32,33,Normal,8.5488327,80.8319467,
NC - 5210,2020/02/19,9:09:18,4,4.5,4.5,32,33,Normal,8.5488332,80.8319476,
NC - 5210,2020/02/19,9:09:30,4,4.5,4.5,32,33,Normal,8.548834,80.8319465,
NC - 5210,2020/02/19,9:09:43,4,4.5,4.5,32,33,Normal,8.5488354,80.8319468,
NC - 5210,2020/02/19,9:10:02,4,4.5,4.5,32,33,Normal,8.5488367,80.831949,
NC - 5210,2020/02/19,9:10:09,4,4.5,4.5,32,33,Normal,8.5488368,80.8319496,
NC - 5210,2020/02/19,9:10:21,4,4.5,4.5,32,33,Normal,8.5488362,80.8319481,
NC - 5210,2020/02/19,9:10:28,4,4.5,4.5,32,33,Normal,8.5488369,80.8319486,
NC - 5210,2020/02/19,9:10:40,4,4.5,4.5,32,33,Normal,8.5488361,80.8319494,
NC - 5210,2020/02/19,9:11:01,4,4.5,4.5,32,33,Normal,8.5488343,80.831945,
NC - 5210,2020/02/19,9:11:28,4,4.5,4.5,32,33,Normal,8.5488364,80.8319516,
NC - 5210,2020/02/19,9:11:44,4,4.5,4.5,32,33,Normal,8.5488371,80.8319534,
NC - 5210,2020/02/19,9:11:54,4,4.5,4.5,32,33,Normal,8.5488378,80.8319551,
NC - 5210,2020/02/19,9:12:03,4,4.5,4.5,32,33,Normal,8.5488371,80.8319558,
NC - 5210,2020/02/19,9:12:18,4,4.5,4.5,32,33,Normal,8.5488323,80.8319515,
NC - 5210,2020/02/19,9:12:34,4,4.5,4.5,32,33,Normal,8.5488328,80.8319534,
NC - 5210,2020/02/19,9:12:42,4,4.5,4.5,32,33,Normal,8.5488331,80.8319544,
NC - 5210,2020/02/19,9:12:55,4,4.5,4.5,32,33,Normal,8.5488386,80.8319607,
NC - 5210,2020/02/19,9:13:02,4,4.5,4.5,32,33,Normal,8.54884,80.8319624,
NC - 5210,2020/02/19,9:13:15,4,4.5,4.5,32,33,Normal,8.5488388,80.8319629,
NC - 5210,2020/02/19,9:13:22,4,4.5,4.5,32,33,Normal,8.5488384,80.8319633,
NC - 5210,2020/02/19,9:13:33,4,4.5,4.5,32,33,Normal,8.5488395,80.8319647,
NC - 5210,2020/02/19,9:13:44,4,4.5,4.5,32,33,Normal,8.5488411,80.8319659,
NC - 5210,2020/02/19,9:13:53,4,4.5,4.5,32,33,Normal,8.5488435,80.8319664,
NC - 5210,2020/02/19,9:14:04,4,4.5,4.5,32,33,Normal,8.548845,80.831967,
NC - 5210,2020/02/19,9:14:17,4,4.5,4.5,32,33,Normal,8.5488465,80.8319684,
NC - 5210,2020/02/19,9:14:23,4,4.5,4.5,32,33,Normal,8.5488468,80.8319684,
NC - 5210,2020/02/19,9:14:38,4,4.5,4.5,32,33,Normal,8.5488476,80.8319697,
NC - 5210,2020/02/19,9:14:43,4,4.5,4.5,32,33,Normal,8.5488484,80.8319695,
NC - 5210,2020/02/19,9:14:54,4,4.5,4.5,32,33,Normal,8.5488461,80.8319711,
NC - 5210,2020/02/19,9:15:05,4,4.5,4.5,32,33,Normal,8.548845,80.8319719,
NC - 5210,2020/02/19,9:15:12,4,4.5,4.5,32,33,Normal,8.548845,80.8319718,
NC - 5210,2020/02/19,9:15:23,4,4.5,4.5,32,33,Normal,8.5488456,80.8319728,
NC - 5210,2020/02/19,9:15:33,4,4.5,4.5,32,33,Normal,8.548845,80.8319719,
NC - 5210,2020/02/19,9:15:43,4,4.5,4.5,32,33,Normal,8.5488434,80.8319737,
NC - 5210,2020/02/19,9:15:53,4,4.5,4.5,32,33,Normal,8.54884,80.8319745,
NC - 5210,2020/02/19,9:16:03,4,4.5,4.5,32,33,Normal,8.5488413,80.831973,
NC - 5210,2020/02/19,9:16:13,4,4.5,4.5,32,33,Normal,8.5488421,80.8319735,
NC - 5210,2020/02/19,9:16:22,4,4.5,4.5,32,33,Normal,8.5488432,80.8319727,
NC - 5210,2020/02/19,9:16:33,4,4.5,4.5,32,33,Normal,8.548843,80.8319725,
NC - 5210,2020/02/19,9:16:43,4,4.5,4.5,32,33,Normal,8.5488428,80.8319726,
NC - 5210,2020/02/19,9:16:53,4,4.5,4.5,32,33,Normal,8.548843,80.8319738,
NC - 5210,2020/02/19,9:17:04,4,4.5,4.5,32,33,Normal,8.5488415,80.8319755,
NC - 5210,2020/02/19,9:17:12,4,4.5,4.5,32,33,Normal,8.5488415,80.8319754,
NC - 5210,2020/02/19,9:17:23,4,4.5,4.5,32,33,Normal,8.5488425,80.831974,
NC - 5210,2020/02/19,9:17:34,4,4.5,4.5,32,33,Normal,8.5488407,80.8319729,
NC - 5210,2020/02/19,9:17:43,4,4.5,4.5,32,33,Normal,8.5488412,80.831974,
NC - 5210,2020/02/19,9:17:54,4,4.5,4.5,32,33,Normal,8.5488428,80.8319733,
NC - 5210,2020/02/19,9:18:02,4,4.5,4.5,32,33,Normal,8.5488417,80.8319723,
NC - 5210,2020/02/19,9:18:15,4,4.5,4.5,32,33,Normal,8.5488379,80.8319686,
NC - 5210,2020/02/19,9:18:21,4,4.5,4.5,32,33,Normal,8.5488352,80.8319665,
NC - 5210,2020/02/19,9:18:34,4,4.5,4.5,32,33,Normal,8.5488339,80.8319653,
NC - 5210,2020/02/19,9:18:43,4,4.5,4.5,32,33,Normal,8.5488341,80.8319655,
NC - 5210,2020/02/19,9:18:58,4,4.5,4.5,32,33,Normal,8.5488351,80.8319654,
NC - 5210,2020/02/19,9:19:15,4,4.5,4.5,32,33,Normal,8.5488357,80.8319663,
NC - 5210,2020/02/19,9:19:24,4,4.5,4.5,32,33,Normal,8.5488362,80.8319662,
NC - 5210,2020/02/19,9:19:33,4,4.5,4.5,32,33,Normal,8.5488368,80.8319661,
NC - 5210,2020/02/19,9:19:52,4,4.5,4.5,32,33,Normal,8.5488373,80.831965,
NC - 5210,2020/02/19,9:20:01,4,4.5,4.5,32,33,Normal,8.5488373,80.831965,
NC - 5210,2020/02/19,9:20:06,4,4.5,4.5,32,33,Normal,8.5488373,80.831965,
NC - 5210,2020/02/19,9:20:19,4,4.5,4.5,32,33,Normal,8.5488387,80.8319661,
NC - 5210,2020/02/19,9:20:30,4,4.5,4.5,32,33,Normal,8.5488405,80.8319674,
NC - 5210,2020/02/19,9:20:35,4,4.5,4.5,32,33,Normal,8.5488402,80.8319672,
NC - 5210,2020/02/19,9:20:50,4,4.5,4.5,32,33,Normal,8.5488401,80.8319671,
NC - 5210,2020/02/19,9:20:56,4,4.5,4.5,32,33,Normal,8.54884,80.8319671,
NC - 5210,2020/02/19,9:21:09,4,4.5,4.5,32,33,Normal,8.5488401,80.8319671,
NC - 5210,2020/02/19,9:21:17,4,4.5,4.5,32,33,Normal,8.54884,80.8319665,
NC - 5210,2020/02/19,9:21:29,4,4.5,4.5,32,33,Normal,8.5488414,80.8319671,
NC - 5210,2020/02/19,9:21:37,4,4.5,4.5,32,33,Normal,8.5488418,80.8319674,
NC - 5210,2020/02/19,9:21:54,4,4.5,4.5,32,33,Normal,8.5488396,80.831966,
NC - 5210,2020/02/19,9:22:22,4,4.5,4.5,32,33,Normal,8.5488361,80.8319636,
NC - 5210,2020/02/19,9:22:42,4,4.5,4.5,32,33,Normal,8.5488355,80.8319633,
NC - 5210,2020/02/19,9:23:00,4,4.5,4.5,32,33,Normal,8.5488356,80.8319634,
NC - 5210,2020/02/19,9:23:06,4,4.5,4.5,32,33,Normal,8.5488356,80.8319634,
NC - 5210,2020/02/19,9:23:20,4,4.5,4.5,32,33,Normal,8.5488375,80.8319644,
NC - 5210,2020/02/19,9:23:26,4,4.5,4.5,32,33,Normal,8.5488377,80.8319646,
NC - 5210,2020/02/19,9:23:42,4,4.5,4.5,32,33,Normal,8.5488421,80.8319693,
NC - 5210,2020/02/19,9:23:59,4,4.5,4.5,32,33,Normal,8.548844,80.83197,
NC - 5210,2020/02/19,9:24:05,4,4.5,4.5,32,33,Normal,8.5488451,80.8319703,
NC - 5210,2020/02/19,9:24:18,4,4.5,4.5,32,33,Normal,8.5488449,80.8319691,
NC - 5210,2020/02/19,9:24:26,4,4.5,4.5,32,33,Normal,8.5488448,80.8319693,
NC - 5210,2020/02/19,9:24:37,4,4.5,4.5,32,33,Normal,8.5488451,80.8319694,
NC - 5210,2020/02/19,9:24:51,4,4.5,4.5,32,33,Normal,8.5488441,80.8319668,
NC - 5210,2020/02/19,9:24:57,4,4.5,4.5,32,33,Normal,8.5488439,80.8319657,
NC - 5210,2020/02/19,9:25:14,4,4.5,4.5,32,33,Normal,8.5488445,80.8319632,
NC - 5210,2020/02/19,9:25:19,4,4.5,4.5,32,33,Normal,8.5488445,80.8319631,
NC - 5210,2020/02/19,9:25:34,4,4.5,4.5,32,33,Normal,8.5488458,80.8319634,
NC - 5210,2020/02/19,9:25:54,4,4.5,4.5,32,33,Normal,8.5488467,80.8319655,
NC - 5210,2020/02/19,9:26:20,4,4.5,4.5,32,33,Normal,8.5488515,80.8319686,
NC - 5210,2020/02/19,9:26:36,4,4.5,4.5,32,33,Normal,8.5488514,80.8319686,
NC - 5210,2020/02/19,9:26:55,4,4.5,4.5,32,33,Normal,8.5488519,80.8319681,
NC - 5210,2020/02/19,9:27:35,4,4.5,4.5,32,33,Normal,8.5488515,80.8319665,
NC - 5210,2020/02/19,9:28:12,4,4.5,4.5,32,33,Normal,8.5488532,80.8319667,
NC - 5210,2020/02/19,9:28:44,4,4.5,4.5,32,33,Normal,8.548853,80.8319644,
NC - 5210,2020/02/19,9:28:54,4,4.5,4.5,32,33,Normal,8.548853,80.8319643,
NC - 5210,2020/02/19,9:28:59,4,4.5,4.5,32,33,Normal,8.548853,80.8319643,
NC - 5210,2020/02/19,9:29:19,4,4.5,4.5,32,33,Normal,8.548853,80.8319623,
NC - 5210,2020/02/19,9:29:24,4,4.5,4.5,32,33,Normal,8.548853,80.8319622,
NC - 5210,2020/02/19,9:29:45,4,4.5,4.5,32,33,Normal,8.548854,80.8319624,
NC - 5210,2020/02/19,9:29:50,4,4.5,4.5,32,33,Normal,8.548854,80.8319624,
NC - 5210,2020/02/19,9:30:06,4,4.5,4.5,32,33,Normal,8.5488543,80.8319603,
NC - 5210,2020/02/19,9:30:30,4,4.5,4.5,32,33,Normal,8.5488588,80.831963,
NC - 5210,2020/02/19,9:30:50,4,4.5,4.5,32,33,Normal,8.5488588,80.8319628,
NC - 5210,2020/02/19,9:31:08,4,4.5,4.5,32,33,Normal,8.5488546,80.8319596,
NC - 5210,2020/02/19,9:31:18,4,4.5,4.5,32,33,Normal,8.5488524,80.8319582,
NC - 5210,2020/02/19,9:31:24,4,4.5,4.5,32,33,Normal,8.5488524,80.8319582,
NC - 5210,2020/02/19,9:31:37,4,4.5,4.5,32,33,Normal,8.5488529,80.8319579,
NC - 5210,2020/02/19,9:31:45,4,4.5,4.5,32,33,Normal,8.548854,80.8319586,
NC - 5210,2020/02/19,9:31:56,4,4.5,4.5,32,33,Normal,8.5488528,80.831958,
NC - 5210,2020/02/19,9:32:05,4,4.5,4.5,32,33,Normal,8.5488526,80.8319578,
NC - 5210,2020/02/19,9:32:16,4,4.5,4.5,32,33,Normal,8.5488527,80.8319576,
NC - 5210,2020/02/19,9:32:24,4,4.5,4.5,32,33,Normal,8.5488529,80.8319576,
NC - 5210,2020/02/19,9:32:38,4,4.5,4.5,32,33,Normal,8.5488541,80.831958,
NC - 5210,2020/02/19,9:32:44,4,4.5,4.5,32,33,Normal,8.5488536,80.8319583,
NC - 5210,2020/02/19,9:32:56,4,4.5,4.5,32,33,Normal,8.5488541,80.8319584,
NC - 5210,2020/02/19,9:33:05,4,4.5,4.5,32,33,Normal,8.5488547,80.8319584,
NC - 5210,2020/02/19,9:33:20,4,4.5,4.5,32,33,Normal,8.5488541,80.831957,
NC - 5210,2020/02/19,9:34:21,4,4.5,4.5,32,33,Normal,8.5488551,80.8319564,
NC - 5210,2020/02/19,9:34:28,4,4.5,4.5,32,33,Normal,8.5488551,80.8319564,
NC - 5210,2020/02/19,9:34:38,4,4.5,4.5,32,33,Normal,8.5488551,80.8319564,
NC - 5210,2020/02/19,9:34:52,4,4.5,4.5,32,33,Normal,8.5488552,80.8319564,
NC - 5210,2020/02/19,9:35:42,4,4.5,4.5,32,33,Normal,8.5488554,80.8319567,
NC - 5210,2020/02/19,9:36:07,4,4.5,4.5,32,33,Normal,8.5488554,80.8319574,
NC - 5210,2020/02/19,9:36:29,4,4.5,4.5,32,33,Normal,8.5488554,80.8319575,
NC - 5210,2020/02/19,9:37:25,4,4.5,4.5,32,33,Normal,8.5488511,80.8319533,
NC - 5210,2020/02/19,9:37:40,4,4.5,4.5,32,33,Normal,8.5488345,80.831937,
NC - 5210,2020/02/19,9:37:50,4,4.5,4.5,32,33,Normal,8.5488234,80.8319263,
NC - 5210,2020/02/19,9:37:59,4,4.5,4.5,32,33,Normal,8.548809,80.8319114,
NC - 5210,2020/02/19,9:38:09,4,4.5,4.5,32,33,Normal,8.5487976,80.8318997,
NC - 5210,2020/02/19,9:38:19,4,4.5,4.5,32,33,Normal,8.5487888,80.8318908,
NC - 5210,2020/02/19,9:38:29,4,4.5,4.5,32,33,Normal,8.5487893,80.8318908,
NC - 5210,2020/02/19,9:38:39,4,4.5,4.5,32,33,Normal,8.5487868,80.8318879,
NC - 5210,2020/02/19,9:38:49,4,4.5,4.5,32,33,Normal,8.5487844,80.8318857,
NC - 5210,2020/02/19,9:39:00,4,4.5,4.5,32,33,Normal,8.5487767,80.8318779,
NC - 5210,2020/02/19,9:39:09,4,4.5,4.5,32,33,Normal,8.548774,80.8318768,
NC - 5210,2020/02/19,9:39:19,4,4.5,4.5,32,33,Normal,8.5487723,80.831876,
NC - 5210,2020/02/19,9:39:29,4,4.5,4.5,32,33,Normal,8.5487752,80.8318772,
NC - 5210,2020/02/19,9:39:40,4,4.5,4.5,32,33,Normal,8.5487733,80.8318749,
NC - 5210,2020/02/19,9:39:49,4,4.5,4.5,32,33,Normal,8.5487704,80.8318722,
NC - 5210,2020/02/19,9:40:00,4,4.5,4.5,32,33,Normal,8.5487679,80.8318701,
NC - 5210,2020/02/19,9:40:11,4,4.5,4.5,32,33,Normal,8.5487683,80.8318708,
NC - 5210,2020/02/19,9:40:20,4,4.5,4.5,32,33,Normal,8.5487689,80.8318713,
NC - 5210,2020/02/19,9:40:31,4,4.5,4.5,32,33,Normal,8.5487683,80.8318701,
NC - 5210,2020/02/19,9:40:38,4,4.5,4.5,32,33,Normal,8.5487682,80.8318699,
NC - 5210,2020/02/19,9:40:49,4,4.5,4.5,32,33,Normal,8.5487682,80.8318693,
NC - 5210,2020/02/19,9:40:59,4,4.5,4.5,32,33,Normal,8.5487664,80.8318671,
NC - 5210,2020/02/19,9:41:10,4,4.5,4.5,32,33,Normal,8.5487661,80.831867,
NC - 5210,2020/02/19,9:41:20,4,4.5,4.5,32,33,Normal,8.5487657,80.8318667,
NC - 5210,2020/02/19,9:41:31,4,4.5,4.5,32,33,Normal,8.5487649,80.8318656,
NC - 5210,2020/02/19,9:41:38,4,4.5,4.5,32,33,Normal,8.5487647,80.8318653,
