Bus No,Date,Time,Driver rating based on time,Driver rating based on decipline,Bus rating,Driver Age,Weather,Bus type,Longtide,Latitude,Start/End
NC - 5210,2020/02/22,12:12:26,4,4.5,4.5,32,33,Normal,8.3559058,80.4902817,
NC - 5210,2020/02/22,12:12:36,4,4.5,4.5,32,33,Normal,8.3558762,80.4896093,
NC - 5210,2020/02/22,12:12:45,4,4.5,4.5,32,33,Normal,8.3560748,80.48856,
NC - 5210,2020/02/22,12:12:55,4,4.5,4.5,32,33,Normal,8.3563001,80.4871436,
NC - 5210,2020/02/22,12:13:05,4,4.5,4.5,32,33,Normal,8.3564047,80.4858413,
NC - 5210,2020/02/22,12:13:17,4,4.5,4.5,32,33,Normal,8.3561696,80.4842161,
NC - 5210,2020/02/22,12:13:24,4,4.5,4.5,32,33,Normal,8.355712,80.4828597,
NC - 5210,2020/02/22,12:13:36,4,4.5,4.5,32,33,Normal,8.3554255,80.4810505,
NC - 5210,2020/02/22,12:13:45,4,4.5,4.5,32,33,Normal,8.355449,80.4795958,
NC - 5210,2020/02/22,12:13:55,4,4.5,4.5,32,33,Normal,8.3553732,80.4781878,
NC - 5210,2020/02/22,12:14:06,4,4.5,4.5,32,33,Normal,8.355379,80.4774986,
NC - 5210,2020/02/22,12:14:18,4,4.5,4.5,32,33,Normal,8.355354,80.477094,
NC - 5210,2020/02/22,12:14:25,4,4.5,4.5,32,33,Normal,8.3552479,80.4764751,
NC - 5210,2020/02/22,12:14:39,4,4.5,4.5,32,33,Normal,8.3549212,80.4746842,
NC - 5210,2020/02/22,12:14:45,4,4.5,4.5,32,33,Normal,8.3547242,80.4737685,
NC - 5210,2020/02/22,12:14:57,4,4.5,4.5,32,33,Normal,8.3545201,80.4720292,
NC - 5210,2020/02/22,12:15:05,4,4.5,4.5,32,33,Normal,8.3546858,80.4708017,
NC - 5210,2020/02/22,12:15:17,4,4.5,4.5,32,33,Normal,8.3547192,80.46908,
NC - 5210,2020/02/22,12:15:24,4,4.5,4.5,32,33,Normal,8.354724,80.4681338,
NC - 5210,2020/02/22,12:15:48,4,4.5,4.5,32,33,Normal,8.3548494,80.4654938,
NC - 5210,2020/02/22,12:16:05,4,4.5,4.5,32,33,Normal,8.3548688,80.4647393,
NC - 5210,2020/02/22,12:16:12,4,4.5,4.5,32,33,Normal,8.3548247,80.4637299,
NC - 5210,2020/02/22,12:16:23,4,4.5,4.5,32,33,Normal,8.3547965,80.4619435,
NC - 5210,2020/02/22,12:16:33,4,4.5,4.5,32,33,Normal,8.3548361,80.4599504,
NC - 5210,2020/02/22,12:16:43,4,4.5,4.5,32,33,Normal,8.3548617,80.458003,
NC - 5210,2020/02/22,12:16:54,4,4.5,4.5,32,33,Normal,8.3548778,80.4559431,
NC - 5210,2020/02/22,12:17:01,4,4.5,4.5,32,33,Normal,8.3548382,80.454678,
NC - 5210,2020/02/22,12:17:13,4,4.5,4.5,32,33,Normal,8.3548953,80.4529422,
NC - 5210,2020/02/22,12:17:26,4,4.5,4.5,32,33,Normal,8.3548968,80.4517965,
NC - 5210,2020/02/22,12:17:33,4,4.5,4.5,32,33,Normal,8.3548969,80.4517169,
NC - 5210,2020/02/22,12:17:44,4,4.5,4.5,32,33,Normal,8.3549242,80.4509401,
NC - 5210,2020/02/22,12:17:55,4,4.5,4.5,32,33,Normal,8.3549621,80.4494752,
NC - 5210,2020/02/22,12:18:02,4,4.5,4.5,32,33,Normal,8.3548816,80.4483081,
NC - 5210,2020/02/22,12:18:13,4,4.5,4.5,32,33,Normal,8.354785,80.4465536,
NC - 5210,2020/02/22,12:18:23,4,4.5,4.5,32,33,Normal,8.3547026,80.4451035,
NC - 5210,2020/02/22,12:18:34,4,4.5,4.5,32,33,Normal,8.3546019,80.4436118,
NC - 5210,2020/02/22,12:18:42,4,4.5,4.5,32,33,Normal,8.3545172,80.4427839,
NC - 5210,2020/02/22,12:18:53,4,4.5,4.5,32,33,Normal,8.3544086,80.4417715,
NC - 5210,2020/02/22,12:19:03,4,4.5,4.5,32,33,Normal,8.3544586,80.4416364,
NC - 5210,2020/02/22,12:19:12,4,4.5,4.5,32,33,Normal,8.3544729,80.4418781,
NC - 5210,2020/02/22,12:19:22,4,4.5,4.5,32,33,Normal,8.354481,80.4419989,
NC - 5210,2020/02/22,12:19:34,4,4.5,4.5,32,33,Normal,8.3544851,80.4410057,
NC - 5210,2020/02/22,12:19:41,4,4.5,4.5,32,33,Normal,8.3543807,80.4400993,
NC - 5210,2020/02/22,12:19:53,4,4.5,4.5,32,33,Normal,8.3542351,80.4375209,
NC - 5210,2020/02/22,12:20:10,4,4.5,4.5,32,33,Normal,8.3541254,80.4354834,
NC - 5210,2020/02/22,12:20:31,4,4.5,4.5,32,33,Normal,8.3540045,80.432985,
NC - 5210,2020/02/22,12:20:49,4,4.5,4.5,32,33,Normal,8.3540287,80.4329387,
NC - 5210,2020/02/22,12:20:54,4,4.5,4.5,32,33,Normal,8.3540106,80.4323865,
NC - 5210,2020/02/22,12:21:10,4,4.5,4.5,32,33,Normal,8.3538323,80.4312426,
NC - 5210,2020/02/22,12:21:15,4,4.5,4.5,32,33,Normal,8.353859,80.4312834,
NC - 5210,2020/02/22,12:21:27,4,4.5,4.5,32,33,Normal,8.3538642,80.4307787,
NC - 5210,2020/02/22,12:21:35,4,4.5,4.5,32,33,Normal,8.3540584,80.4299056,
NC - 5210,2020/02/22,12:21:47,4,4.5,4.5,32,33,Normal,8.3544632,80.4282551,
NC - 5210,2020/02/22,12:22:03,4,4.5,4.5,32,33,Normal,8.3548873,80.4270631,
NC - 5210,2020/02/22,12:22:17,4,4.5,4.5,32,33,Normal,8.3551066,80.4266952,
NC - 5210,2020/02/22,12:22:27,4,4.5,4.5,32,33,Normal,8.3553687,80.4252317,
NC - 5210,2020/02/22,12:22:43,4,4.5,4.5,32,33,Normal,8.3560743,80.4232658,
NC - 5210,2020/02/22,12:22:58,4,4.5,4.5,32,33,Normal,8.3564681,80.4227095,
NC - 5210,2020/02/22,12:23:10,4,4.5,4.5,32,33,Normal,8.3566336,80.4220659,
NC - 5210,2020/02/22,12:23:18,4,4.5,4.5,32,33,Normal,8.3565024,80.4210122,
NC - 5210,2020/02/22,12:23:28,4,4.5,4.5,32,33,Normal,8.3563049,80.4196798,
NC - 5210,2020/02/22,12:23:41,4,4.5,4.5,32,33,Normal,8.3559337,80.4178935,
NC - 5210,2020/02/22,12:23:46,4,4.5,4.5,32,33,Normal,8.3556836,80.4176801,
NC - 5210,2020/02/22,12:23:59,4,4.5,4.5,32,33,Normal,8.3551164,80.4175136,
NC - 5210,2020/02/22,12:24:08,4,4.5,4.5,32,33,Normal,8.3550546,80.4175251,
NC - 5210,2020/02/22,12:24:18,4,4.5,4.5,32,33,Normal,8.3544616,80.4174727,
NC - 5210,2020/02/22,12:24:27,4,4.5,4.5,32,33,Normal,8.3534896,80.4172503,
NC - 5210,2020/02/22,12:24:44,4,4.5,4.5,32,33,Normal,8.352128,80.4165539,
NC - 5210,2020/02/22,12:24:59,4,4.5,4.5,32,33,Normal,8.3509174,80.415522,
NC - 5210,2020/02/22,12:25:10,4,4.5,4.5,32,33,Normal,8.350315,80.4142351,
NC - 5210,2020/02/22,12:25:16,4,4.5,4.5,32,33,Normal,8.3500454,80.4136237,
NC - 5210,2020/02/22,12:25:28,4,4.5,4.5,32,33,Normal,8.3493998,80.4128199,
NC - 5210,2020/02/22,12:25:39,4,4.5,4.5,32,33,Normal,8.3486444,80.4121401,
NC - 5210,2020/02/22,12:25:49,4,4.5,4.5,32,33,Normal,8.3476067,80.4117863,
NC - 5210,2020/02/22,12:25:59,4,4.5,4.5,32,33,Normal,8.3462316,80.412121,
NC - 5210,2020/02/22,12:26:08,4,4.5,4.5,32,33,Normal,8.344941,80.4122071,
NC - 5210,2020/02/22,12:26:20,4,4.5,4.5,32,33,Normal,8.3434315,80.4122422,
NC - 5210,2020/02/22,12:26:29,4,4.5,4.5,32,33,Normal,8.3427714,80.4123003,
NC - 5210,2020/02/22,12:26:39,4,4.5,4.5,32,33,Normal,8.3424511,80.4122578,
NC - 5210,2020/02/22,12:27:00,4,4.5,4.5,32,33,Normal,8.3425657,80.4120203,
NC - 5210,2020/02/22,12:27:17,4,4.5,4.5,32,33,Normal,8.3425175,80.4120017,
NC - 5210,2020/02/22,12:27:25,4,4.5,4.5,32,33,Normal,8.3425408,80.4119925,
NC - 5210,2020/02/22,12:27:40,4,4.5,4.5,32,33,Normal,8.3425849,80.4120269,
NC - 5210,2020/02/22,12:27:56,4,4.5,4.5,32,33,Normal,8.3426706,80.4121446,
NC - 5210,2020/02/22,12:28:05,4,4.5,4.5,32,33,Normal,8.3427001,80.4121292,
NC - 5210,2020/02/22,12:28:16,4,4.5,4.5,32,33,Normal,8.3427175,80.4120653,
NC - 5210,2020/02/22,12:28:25,4,4.5,4.5,32,33,Normal,8.3427165,80.4120539,
NC - 5210,2020/02/22,12:28:36,4,4.5,4.5,32,33,Normal,8.3427339,80.4120466,
NC - 5210,2020/02/22,12:28:44,4,4.5,4.5,32,33,Normal,8.342695,80.4120512,
NC - 5210,2020/02/22,12:28:55,4,4.5,4.5,32,33,Normal,8.3426599,80.4120492,
NC - 5210,2020/02/22,12:29:05,4,4.5,4.5,32,33,Normal,8.3426256,80.4120458,
NC - 5210,2020/02/22,12:29:15,4,4.5,4.5,32,33,Normal,8.342623,80.4120431,
NC - 5210,2020/02/22,12:29:25,4,4.5,4.5,32,33,Normal,8.3424348,80.4119663,
NC - 5210,2020/02/22,12:29:35,4,4.5,4.5,32,33,Normal,8.3421239,80.4118572,
NC - 5210,2020/02/22,12:29:45,4,4.5,4.5,32,33,Normal,8.3418306,80.4118559,
NC - 5210,2020/02/22,12:29:55,4,4.5,4.5,32,33,Normal,8.3415355,80.4118667,
NC - 5210,2020/02/22,12:30:05,4,4.5,4.5,32,33,Normal,8.3410451,80.4116609,
NC - 5210,2020/02/22,12:30:14,4,4.5,4.5,32,33,Normal,8.3407854,80.4117202,
NC - 5210,2020/02/22,12:30:25,4,4.5,4.5,32,33,Normal,8.3407104,80.4117921,
NC - 5210,2020/02/22,12:30:34,4,4.5,4.5,32,33,Normal,8.3406491,80.4117048,
NC - 5210,2020/02/22,12:30:46,4,4.5,4.5,32,33,Normal,8.3405107,80.4117342,
NC - 5210,2020/02/22,12:30:53,4,4.5,4.5,32,33,Normal,8.3404925,80.4116313,
NC - 5210,2020/02/22,12:31:06,4,4.5,4.5,32,33,Normal,8.3401031,80.4115847,
NC - 5210,2020/02/22,12:31:14,4,4.5,4.5,32,33,Normal,8.3393722,80.411585,
NC - 5210,2020/02/22,12:31:25,4,4.5,4.5,32,33,Normal,8.3386811,80.411596,
NC - 5210,2020/02/22,12:31:35,4,4.5,4.5,32,33,Normal,8.3380273,80.4114728,
NC - 5210,2020/02/22,12:31:44,4,4.5,4.5,32,33,Normal,8.3374033,80.4113786,
NC - 5210,2020/02/22,12:31:55,4,4.5,4.5,32,33,Normal,8.3367667,80.4113667,
NC - 5210,2020/02/22,12:32:05,4,4.5,4.5,32,33,Normal,8.3364192,80.4113413,
NC - 5210,2020/02/22,12:32:14,4,4.5,4.5,32,33,Normal,8.3365334,80.4113264,
NC - 5210,2020/02/22,12:32:25,4,4.5,4.5,32,33,Normal,8.3365771,80.4113295,
NC - 5210,2020/02/22,12:32:35,4,4.5,4.5,32,33,Normal,8.3360817,80.4112447,
NC - 5210,2020/02/22,12:32:45,4,4.5,4.5,32,33,Normal,8.3356252,80.4109344,
NC - 5210,2020/02/22,12:32:55,4,4.5,4.5,32,33,Normal,8.3352571,80.410828,
NC - 5210,2020/02/22,12:33:08,4,4.5,4.5,32,33,Normal,8.3348628,80.4106418,
NC - 5210,2020/02/22,12:33:14,4,4.5,4.5,32,33,Normal,8.3346766,80.4105099,
NC - 5210,2020/02/22,12:33:25,4,4.5,4.5,32,33,Normal,8.3343504,80.4103624,
NC - 5210,2020/02/22,12:33:35,4,4.5,4.5,32,33,Normal,8.3337686,80.4101458,
NC - 5210,2020/02/22,12:33:46,4,4.5,4.5,32,33,Normal,8.3332674,80.4099286,
NC - 5210,2020/02/22,12:33:59,4,4.5,4.5,32,33,Normal,8.3328116,80.4098004,
NC - 5210,2020/02/22,12:34:16,4,4.5,4.5,32,33,Normal,8.3323957,80.4096662,
NC - 5210,2020/02/22,12:34:24,4,4.5,4.5,32,33,Normal,8.3320776,80.409501,
NC - 5210,2020/02/22,12:34:38,4,4.5,4.5,32,33,Normal,8.3314366,80.4091425,
NC - 5210,2020/02/22,12:34:46,4,4.5,4.5,32,33,Normal,8.3309836,80.4089468,
NC - 5210,2020/02/22,12:35:08,4,4.5,4.5,32,33,Normal,8.330857,80.4086864,
NC - 5210,2020/02/22,12:35:14,4,4.5,4.5,32,33,Normal,8.3307972,80.4086057,
NC - 5210,2020/02/22,12:35:25,4,4.5,4.5,32,33,Normal,8.3306688,80.4084716,
NC - 5210,2020/02/22,12:35:34,4,4.5,4.5,32,33,Normal,8.3302912,80.4082428,
NC - 5210,2020/02/22,12:35:43,4,4.5,4.5,32,33,Normal,8.3298927,80.4079513,
NC - 5210,2020/02/22,12:35:54,4,4.5,4.5,32,33,Normal,8.3295102,80.4078358,
NC - 5210,2020/02/22,12:36:01,4,4.5,4.5,32,33,Normal,8.3293162,80.4077752,
NC - 5210,2020/02/22,12:36:16,4,4.5,4.5,32,33,Normal,8.3287754,80.4076285,
NC - 5210,2020/02/22,12:36:22,4,4.5,4.5,32,33,Normal,8.328509,80.4076811,
NC - 5210,2020/02/22,12:36:36,4,4.5,4.5,32,33,Normal,8.3280713,80.4071361,
NC - 5210,2020/02/22,12:36:42,4,4.5,4.5,32,33,Normal,8.3278554,80.4068089,
NC - 5210,2020/02/22,12:36:54,4,4.5,4.5,32,33,Normal,8.3273181,80.4062095,
NC - 5210,2020/02/22,12:37:06,4,4.5,4.5,32,33,Normal,8.3269299,80.4058937,
NC - 5210,2020/02/22,12:37:12,4,4.5,4.5,32,33,Normal,8.3268668,80.4059443,
NC - 5210,2020/02/22,12:37:23,4,4.5,4.5,32,33,Normal,8.3264263,80.4056472,
NC - 5210,2020/02/22,12:37:34,4,4.5,4.5,32,33,Normal,8.3256586,80.4052538,
NC - 5210,2020/02/22,12:37:45,4,4.5,4.5,32,33,Normal,8.3249475,80.4045192,
NC - 5210,2020/02/22,12:37:52,4,4.5,4.5,32,33,Normal,8.3245555,80.4041279,
NC - 5210,2020/02/22,12:38:04,4,4.5,4.5,32,33,Normal,8.3241817,80.4037002,
NC - 5210,2020/02/22,12:38:13,4,4.5,4.5,32,33,Normal,8.3240061,80.4036594,
NC - 5210,2020/02/22,12:38:24,4,4.5,4.5,32,33,Normal,8.3236189,80.4034994,
NC - 5210,2020/02/22,12:38:32,4,4.5,4.5,32,33,Normal,8.323313,80.4031339,
NC - 5210,2020/02/22,12:38:43,4,4.5,4.5,32,33,Normal,8.3232006,80.4027957,Anuradhapura
NC - 5210,2020/02/22,12:38:54,4,4.5,4.5,32,33,Normal,8.3232408,80.4025656,
NC - 5210,2020/02/22,12:39:01,4,4.5,4.5,32,33,Normal,8.3231738,80.4025299,
NC - 5210,2020/02/22,12:39:15,4,4.5,4.5,32,33,Normal,8.3230595,80.4024697,
NC - 5210,2020/02/22,12:39:22,4,4.5,4.5,32,33,Normal,8.3230765,80.4025475,
NC - 5210,2020/02/22,12:39:34,4,4.5,4.5,32,33,Normal,8.3230501,80.4025518,
NC - 5210,2020/02/22,12:39:45,4,4.5,4.5,32,33,Normal,8.3230517,80.4025482,
NC - 5210,2020/02/22,12:39:52,4,4.5,4.5,32,33,Normal,8.3230658,80.402538,
NC - 5210,2020/02/22,12:40:03,4,4.5,4.5,32,33,Normal,8.3230742,80.4025243,
NC - 5210,2020/02/22,12:40:13,4,4.5,4.5,32,33,Normal,8.3229694,80.4025035,
NC - 5210,2020/02/22,12:40:22,4,4.5,4.5,32,33,Normal,8.3229472,80.4024908,
NC - 5210,2020/02/22,12:40:32,4,4.5,4.5,32,33,Normal,8.3229837,80.4025131,
NC - 5210,2020/02/22,12:40:42,4,4.5,4.5,32,33,Normal,8.3229989,80.4025253,
NC - 5210,2020/02/22,12:40:53,4,4.5,4.5,32,33,Normal,8.3229463,80.4025053,
NC - 5210,2020/02/22,12:41:03,4,4.5,4.5,32,33,Normal,8.3229244,80.4025044,
NC - 5210,2020/02/22,12:41:14,4,4.5,4.5,32,33,Normal,8.3229211,80.4025093,
NC - 5210,2020/02/22,12:41:22,4,4.5,4.5,32,33,Normal,8.3229228,80.4025099,
NC - 5210,2020/02/22,12:41:34,4,4.5,4.5,32,33,Normal,8.3229274,80.4025123,
NC - 5210,2020/02/22,12:41:42,4,4.5,4.5,32,33,Normal,8.3229274,80.4025509,
NC - 5210,2020/02/22,12:41:54,4,4.5,4.5,32,33,Normal,8.3229235,80.4025584,
NC - 5210,2020/02/22,12:42:03,4,4.5,4.5,32,33,Normal,8.3229204,80.4025469,
NC - 5210,2020/02/22,12:42:14,4,4.5,4.5,32,33,Normal,8.3229236,80.4025467,
NC - 5210,2020/02/22,12:42:26,4,4.5,4.5,32,33,Normal,8.3229386,80.4025311,
NC - 5210,2020/02/22,12:42:32,4,4.5,4.5,32,33,Normal,8.3229446,80.4025233,
NC - 5210,2020/02/22,12:42:48,4,4.5,4.5,32,33,Normal,8.3229475,80.4025187,
NC - 5210,2020/02/22,12:43:05,4,4.5,4.5,32,33,Normal,8.3229496,80.4025207,
NC - 5210,2020/02/22,12:43:31,4,4.5,4.5,32,33,Normal,8.3229469,80.402548,
NC - 5210,2020/02/22,12:43:45,4,4.5,4.5,32,33,Normal,8.3229539,80.4025242,
NC - 5210,2020/02/22,12:43:55,4,4.5,4.5,32,33,Normal,8.32296,80.4025045,
NC - 5210,2020/02/22,12:44:05,4,4.5,4.5,32,33,Normal,8.3229544,80.4025174,
NC - 5210,2020/02/22,12:44:15,4,4.5,4.5,32,33,Normal,8.3229536,80.4025218,
NC - 5210,2020/02/22,12:44:25,4,4.5,4.5,32,33,Normal,8.3229521,80.4025263,
NC - 5210,2020/02/22,12:44:35,4,4.5,4.5,32,33,Normal,8.3229544,80.4025253,
NC - 5210,2020/02/22,12:44:45,4,4.5,4.5,32,33,Normal,8.3229566,80.4025286,
NC - 5210,2020/02/22,12:44:54,4,4.5,4.5,32,33,Normal,8.3229558,80.4025337,
NC - 5210,2020/02/22,12:45:06,4,4.5,4.5,32,33,Normal,8.322958,80.4025371,
NC - 5210,2020/02/22,12:45:15,4,4.5,4.5,32,33,Normal,8.3229581,80.4025433,
NC - 5210,2020/02/22,12:45:25,4,4.5,4.5,32,33,Normal,8.3229578,80.4025485,
NC - 5210,2020/02/22,12:45:35,4,4.5,4.5,32,33,Normal,8.3229568,80.4025486,
NC - 5210,2020/02/22,12:45:46,4,4.5,4.5,32,33,Normal,8.3229553,80.4025469,
NC - 5210,2020/02/22,12:45:55,4,4.5,4.5,32,33,Normal,8.3229546,80.4025444,
NC - 5210,2020/02/22,12:46:05,4,4.5,4.5,32,33,Normal,8.322954,80.4025449,
NC - 5210,2020/02/22,12:46:15,4,4.5,4.5,32,33,Normal,8.3229535,80.4025455,
NC - 5210,2020/02/22,12:46:25,4,4.5,4.5,32,33,Normal,8.3229529,80.402547,
NC - 5210,2020/02/22,12:46:36,4,4.5,4.5,32,33,Normal,8.3229531,80.4025467,
NC - 5210,2020/02/22,12:46:45,4,4.5,4.5,32,33,Normal,8.3229532,80.4025474,
NC - 5210,2020/02/22,12:46:55,4,4.5,4.5,32,33,Normal,8.3229537,80.4025481,
NC - 5210,2020/02/22,12:47:05,4,4.5,4.5,32,33,Normal,8.3229546,80.4025511,
NC - 5210,2020/02/22,12:47:14,4,4.5,4.5,32,33,Normal,8.3229547,80.4025535,
NC - 5210,2020/02/22,12:47:25,4,4.5,4.5,32,33,Normal,8.3229552,80.4025558,
NC - 5210,2020/02/22,12:47:38,4,4.5,4.5,32,33,Normal,8.3229553,80.4025573,
NC - 5210,2020/02/22,12:47:44,4,4.5,4.5,32,33,Normal,8.322955,80.4025579,
NC - 5210,2020/02/22,12:47:56,4,4.5,4.5,32,33,Normal,8.3229552,80.4025585,
NC - 5210,2020/02/22,12:48:07,4,4.5,4.5,32,33,Normal,8.3229546,80.4025588,
NC - 5210,2020/02/22,12:48:15,4,4.5,4.5,32,33,Normal,8.3229528,80.4025595,
NC - 5210,2020/02/22,12:48:27,4,4.5,4.5,32,33,Normal,8.3229522,80.4025612,
NC - 5210,2020/02/22,12:48:35,4,4.5,4.5,32,33,Normal,8.3229519,80.4025615,
NC - 5210,2020/02/22,12:48:46,4,4.5,4.5,32,33,Normal,8.3229512,80.402563,
NC - 5210,2020/02/22,12:48:56,4,4.5,4.5,32,33,Normal,8.322951,80.402564,
NC - 5210,2020/02/22,12:49:07,4,4.5,4.5,32,33,Normal,8.3229511,80.4025672,
NC - 5210,2020/02/22,12:49:15,4,4.5,4.5,32,33,Normal,8.3229504,80.4025688,
NC - 5210,2020/02/22,12:49:26,4,4.5,4.5,32,33,Normal,8.3229498,80.4025687,
NC - 5210,2020/02/22,12:49:36,4,4.5,4.5,32,33,Normal,8.3229493,80.4025686,
NC - 5210,2020/02/22,12:49:45,4,4.5,4.5,32,33,Normal,8.3229486,80.4025671,
NC - 5210,2020/02/22,12:49:55,4,4.5,4.5,32,33,Normal,8.3229481,80.4025662,
NC - 5210,2020/02/22,12:50:06,4,4.5,4.5,32,33,Normal,8.322948,80.4025661,
NC - 5210,2020/02/22,12:50:16,4,4.5,4.5,32,33,Normal,8.3229476,80.4025678,
NC - 5210,2020/02/22,12:50:25,4,4.5,4.5,32,33,Normal,8.3229483,80.402569,
NC - 5210,2020/02/22,12:50:35,4,4.5,4.5,32,33,Normal,8.3229483,80.4025694,
NC - 5210,2020/02/22,12:50:46,4,4.5,4.5,32,33,Normal,8.3229479,80.4025692,
NC - 5210,2020/02/22,12:50:55,4,4.5,4.5,32,33,Normal,8.3229472,80.4025675,
NC - 5210,2020/02/22,12:51:05,4,4.5,4.5,32,33,Normal,8.3229467,80.4025666,
NC - 5210,2020/02/22,12:51:15,4,4.5,4.5,32,33,Normal,8.3229465,80.4025668,
NC - 5210,2020/02/22,12:51:25,4,4.5,4.5,32,33,Normal,8.3229466,80.4025678,
NC - 5210,2020/02/22,12:51:35,4,4.5,4.5,32,33,Normal,8.3229462,80.4025677,
NC - 5210,2020/02/22,12:51:45,4,4.5,4.5,32,33,Normal,8.3229453,80.4025666,
NC - 5210,2020/02/22,12:51:56,4,4.5,4.5,32,33,Normal,8.3229439,80.4025662,
NC - 5210,2020/02/22,12:52:06,4,4.5,4.5,32,33,Normal,8.3229446,80.4025675,
NC - 5210,2020/02/22,12:52:16,4,4.5,4.5,32,33,Normal,8.3229442,80.402566,
NC - 5210,2020/02/22,12:52:25,4,4.5,4.5,32,33,Normal,8.322944,80.402565,
NC - 5210,2020/02/22,12:52:37,4,4.5,4.5,32,33,Normal,8.3229433,80.4025647,
NC - 5210,2020/02/22,12:52:44,4,4.5,4.5,32,33,Normal,8.3229431,80.4025651,
NC - 5210,2020/02/22,12:52:55,4,4.5,4.5,32,33,Normal,8.3229432,80.4025647,
NC - 5210,2020/02/22,12:53:06,4,4.5,4.5,32,33,Normal,8.3229435,80.4025645,
NC - 5210,2020/02/22,12:53:15,4,4.5,4.5,32,33,Normal,8.3229429,80.4025631,
NC - 5210,2020/02/22,12:53:25,4,4.5,4.5,32,33,Normal,8.3229428,80.4025626,
NC - 5210,2020/02/22,12:53:36,4,4.5,4.5,32,33,Normal,8.3229428,80.4025645,
NC - 5210,2020/02/22,12:53:46,4,4.5,4.5,32,33,Normal,8.3229428,80.4025644,
NC - 5210,2020/02/22,12:53:55,4,4.5,4.5,32,33,Normal,8.3229425,80.4025637,
NC - 5210,2020/02/22,12:54:04,4,4.5,4.5,32,33,Normal,8.3229421,80.402563,
NC - 5210,2020/02/22,12:54:15,4,4.5,4.5,32,33,Normal,8.3229419,80.4025628,
NC - 5210,2020/02/22,12:54:25,4,4.5,4.5,32,33,Normal,8.3229419,80.4025637,
NC - 5210,2020/02/22,12:54:34,4,4.5,4.5,32,33,Normal,8.3229425,80.4025643,
NC - 5210,2020/02/22,12:54:44,4,4.5,4.5,32,33,Normal,8.3229434,80.4025645,
NC - 5210,2020/02/22,12:54:54,4,4.5,4.5,32,33,Normal,8.3229442,80.4025651,
NC - 5210,2020/02/22,12:55:05,4,4.5,4.5,32,33,Normal,8.3229449,80.4025657,
NC - 5210,2020/02/22,12:55:14,4,4.5,4.5,32,33,Normal,8.3229445,80.402565,
NC - 5210,2020/02/22,12:55:25,4,4.5,4.5,32,33,Normal,8.3229436,80.402564,
NC - 5210,2020/02/22,12:55:35,4,4.5,4.5,32,33,Normal,8.322943,80.4025636,
NC - 5210,2020/02/22,12:55:45,4,4.5,4.5,32,33,Normal,8.3229437,80.4025648,
NC - 5210,2020/02/22,12:55:55,4,4.5,4.5,32,33,Normal,8.3229438,80.4025652,
NC - 5210,2020/02/22,12:56:06,4,4.5,4.5,32,33,Normal,8.3229435,80.4025646,
NC - 5210,2020/02/22,12:56:16,4,4.5,4.5,32,33,Normal,8.3229433,80.4025647,
NC - 5210,2020/02/22,12:56:27,4,4.5,4.5,32,33,Normal,8.3229434,80.4025644,
NC - 5210,2020/02/22,12:56:35,4,4.5,4.5,32,33,Normal,8.3229436,80.4025641,
NC - 5210,2020/02/22,12:56:46,4,4.5,4.5,32,33,Normal,8.3229435,80.4025641,
NC - 5210,2020/02/22,12:56:56,4,4.5,4.5,32,33,Normal,8.3229431,80.4025645,
NC - 5210,2020/02/22,12:57:07,4,4.5,4.5,32,33,Normal,8.3229431,80.4025641,
NC - 5210,2020/02/22,12:57:16,4,4.5,4.5,32,33,Normal,8.3229431,80.4025638,
NC - 5210,2020/02/22,12:57:27,4,4.5,4.5,32,33,Normal,8.3229433,80.4025629,
NC - 5210,2020/02/22,12:57:34,4,4.5,4.5,32,33,Normal,8.3229433,80.4025627,
NC - 5210,2020/02/22,12:57:45,4,4.5,4.5,32,33,Normal,8.3229433,80.4025628,
NC - 5210,2020/02/22,12:57:54,4,4.5,4.5,32,33,Normal,8.3229432,80.4025632,
NC - 5210,2020/02/22,12:58:06,4,4.5,4.5,32,33,Normal,8.3229432,80.4025632,
NC - 5210,2020/02/22,12:58:15,4,4.5,4.5,32,33,Normal,8.3229433,80.4025629,
NC - 5210,2020/02/22,12:58:26,4,4.5,4.5,32,33,Normal,8.3229433,80.4025627,
NC - 5210,2020/02/22,12:58:35,4,4.5,4.5,32,33,Normal,8.3229431,80.4025632,
NC - 5210,2020/02/22,12:58:45,4,4.5,4.5,32,33,Normal,8.3229432,80.4025637,
NC - 5210,2020/02/22,12:58:55,4,4.5,4.5,32,33,Normal,8.3229431,80.4025638,
NC - 5210,2020/02/22,12:59:04,4,4.5,4.5,32,33,Normal,8.3229433,80.4025645,
NC - 5210,2020/02/22,12:59:14,4,4.5,4.5,32,33,Normal,8.3229434,80.4025654,
NC - 5210,2020/02/22,12:59:25,4,4.5,4.5,32,33,Normal,8.3229438,80.4025662,
NC - 5210,2020/02/22,12:59:34,4,4.5,4.5,32,33,Normal,8.3229441,80.4025672,
NC - 5210,2020/02/22,12:59:45,4,4.5,4.5,32,33,Normal,8.3229446,80.402569,
NC - 5210,2020/02/22,12:59:55,4,4.5,4.5,32,33,Normal,8.3229439,80.4025683,
NC - 5210,2020/02/22,13:00:04,4,4.5,4.5,32,33,Normal,8.3229438,80.4025676,
NC - 5210,2020/02/22,13:00:14,4,4.5,4.5,32,33,Normal,8.3229437,80.4025676,
NC - 5210,2020/02/22,13:00:25,4,4.5,4.5,32,33,Normal,8.3229442,80.4025679,
