date_time,Bus No,Week Day,Bus Type,Driver Rating Based On Time,Driver Rating Based On Decepline,Bus Rating,Driver Age,Weather,Longtide,Latitude,Distance
2020-01-09 16:22:51,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.3549,80.4544,12.116042302017444
2020-01-09 16:22:52,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.3549,80.45451,11.069970526123983
2020-01-09 16:22:53,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35489,80.45461,11.06997052471268
2020-01-09 16:22:54,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.3549,80.45470999999999,11.014583910797564
2020-01-09 16:22:55,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.3549,80.45481,11.014583910797564
2020-01-09 16:22:56,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.3549,80.45491,11.014583910797564
2020-01-09 16:22:57,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.3549,80.45501,11.069970526123983
2020-01-09 16:22:58,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35489,80.45510999999999,13.217501029813091
2020-01-09 16:22:59,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35489,80.45523,12.166415677355948
2020-01-09 16:23:00,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.3549,80.45534,11.014583909396263
2020-01-09 16:23:01,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.3549,80.45544,14.361607489183058
2020-01-09 16:23:02,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35491,80.45557,13.263690921579913
2020-01-09 16:23:03,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35492,80.45569,12.116041684960758
2020-01-09 16:23:04,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35492,80.4558,9.91312501471312
2020-01-09 16:23:05,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35492,80.45589,11.014583349836938
2020-01-09 16:23:06,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35492,80.45599,9.974629350988153
2020-01-09 16:23:07,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35493,80.45608,6.608749842454469
2020-01-09 16:23:08,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35493,80.45614,5.617187329887082
2020-01-09 16:23:09,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35494,80.45619,1.5608875513004845
2020-01-09 16:23:10,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35493,80.4562,3.3043394383191913
2020-01-09 16:23:14,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35493,80.45623,4.405785913087971
2020-01-09 16:23:15,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35493,80.45626999999999,6.608749843855769
2020-01-09 16:23:16,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35493,80.45633000000001,7.710208148128914
2020-01-09 16:23:17,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35493,80.4564,7.710208146727614
2020-01-09 16:23:18,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35493,80.45647,8.880802516092388
2020-01-09 16:23:19,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35492,80.45655,7.789127029648313
2020-01-09 16:23:20,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35491,80.45662,8.880802961211138
2020-01-09 16:23:21,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.3549,80.4567,8.811667129759098
2020-01-09 16:23:22,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.3549,80.45678000000001,9.974630102084749
2020-01-09 16:23:23,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35489,80.45687,8.880803407741189
2020-01-09 16:23:24,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35488,80.45695,11.06997108273878
2020-01-09 16:23:25,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35487,80.45705,11.06997136313711
2020-01-09 16:23:26,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35486,80.45715,13.263692933723492
2020-01-09 16:23:27,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35485,80.45727,13.263693269109655
2020-01-09 16:23:28,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.45739,13.21750271128466
2020-01-09 16:23:29,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.45751,12.116044153178693
2020-01-09 16:23:30,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.45761999999999,15.420419830299176
2020-01-09 16:23:31,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.45776,13.217502714087257
2020-01-09 16:23:32,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.45788,14.31896127079192
2020-01-09 16:23:33,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.45801,13.217502714087257
2020-01-09 16:23:34,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.45813000000001,14.318961269390622
2020-01-09 16:23:35,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.45826,15.42041983170048
2020-01-09 16:23:36,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.4584,14.318961272193219
2020-01-09 16:23:37,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.45853000000001,14.361610032278117
2020-01-09 16:23:38,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35483,80.45866,15.420420222968112
2020-01-09 16:23:39,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35483,80.4588,15.420420224369416
2020-01-09 16:23:40,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35483,80.45894,15.420420222968112
2020-01-09 16:23:41,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35483,80.45908,14.318961636814372
2020-01-09 16:23:42,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35483,80.45921,13.263693939792521
2020-01-09 16:23:43,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35482,80.45933000000001,14.361610395773031
2020-01-09 16:23:44,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35483,80.45945999999999,13.217503049259332
2020-01-09 16:23:45,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35483,80.45958,9.974631857746374
2020-01-09 16:23:46,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35482,80.45966999999999,12.11604477303211
2020-01-09 16:23:47,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35482,80.45978000000001,8.880804738988484
2020-01-09 16:23:48,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35483,80.45985999999999,7.710210112885387
2020-01-09 16:23:49,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35483,80.45993,6.70065528399573
2020-01-09 16:23:50,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.45999,6.608751355642348
2020-01-09 16:23:51,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.46005,5.507233655551771
2020-01-09 16:23:52,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.4601,4.405786925562446
2020-01-09 16:23:53,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.46014,2.4649391696951395
2020-01-09 16:23:54,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35485,80.46016,1.560887706537496
2020-01-09 16:23:58,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35486,80.46016999999999,3.304340025893885
2020-01-09 16:23:59,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35486,80.4602,4.405786701191844
2020-01-09 16:24:00,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35486,80.46024,3.484515590692913
2020-01-09 16:24:01,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35485,80.46027,5.507233516721514
2020-01-09 16:24:02,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35485,80.46032,4.542482091627314
2020-01-09 16:24:03,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.46036,4.40578692696373
2020-01-09 16:24:04,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.4604,7.710209913748322
2020-01-09 16:24:05,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.46047,7.71020991655092
2020-01-09 16:24:06,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.46054000000001,9.913127034164159
2020-01-09 16:24:07,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.46063000000001,7.71020991514962
2020-01-09 16:24:08,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.4607,8.811668474656893
2020-01-09 16:24:09,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.46078,7.71020991514962
2020-01-09 16:24:10,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.46085,8.811668476058193
2020-01-09 16:24:11,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.46093,9.913127032762857
2020-01-09 16:24:12,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.46101999999999,9.913127034164159
2020-01-09 16:24:13,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.46110999999999,9.913127035565456
2020-01-09 16:24:14,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.4612,12.116044151777396
2020-01-09 16:24:15,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.46131,12.116044151777396
2020-01-09 16:24:16,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.46141999999999,12.116044155981294
2020-01-09 16:24:17,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.46153000000001,12.116044151777396
2020-01-09 16:24:18,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.46164,12.116044151777396
2020-01-09 16:24:19,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.46175,13.217502712685958
2020-01-09 16:24:20,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.46186999999999,14.318961272193219
2020-01-09 16:24:21,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.462,13.217502712685958
2020-01-09 16:24:22,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.46212,13.217502712685958
2020-01-09 16:24:23,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.46224000000001,14.318961269390622
2020-01-09 16:24:24,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.46236999999999,13.217502714087257
2020-01-09 16:24:25,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.46249,15.460030382300856
2020-01-09 16:24:26,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35483,80.46263,14.318961636814372
2020-01-09 16:24:27,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35483,80.46276,13.263693938396099
2020-01-09 16:24:28,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35482,80.46288,15.420420617037886
2020-01-09 16:24:29,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35482,80.46302,14.318962000033794
2020-01-09 16:24:30,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35482,80.46315,15.460030775316897
2020-01-09 16:24:31,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35483,80.46329,14.318961636814372
2020-01-09 16:24:32,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35483,80.46342,14.361610032276158
2020-01-09 16:24:33,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.46355,14.31896127359452
2020-01-09 16:24:34,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.46368000000001,14.361609667408882
2020-01-09 16:24:35,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35485,80.46381,13.217502376112186
2020-01-09 16:24:36,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35485,80.46393,15.460029599044804
2020-01-09 16:24:37,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35486,80.46406999999999,13.263692598344125
2020-01-09 16:24:38,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35487,80.46419,11.014584753637294
2020-01-09 16:24:39,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35487,80.46429,11.014584752235994
2020-01-09 16:24:40,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35487,80.46439000000001,8.880803627534368
2020-01-09 16:24:41,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35488,80.46446999999999,5.507233094624603
2020-01-09 16:24:42,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35488,80.46452,1.560887667757029
2020-01-09 16:24:43,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35487,80.46451,2.202893294503173
2020-01-09 16:24:44,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35487,80.46449,2.464939069778758
2020-01-09 16:24:45,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35486,80.46446999999999,3.304340025893885
2020-01-09 16:24:46,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35486,80.46444,2.471017470825693
2020-01-09 16:24:48,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.46443000000001,2.2028934613799387
2020-01-09 16:24:49,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.46445,2.4649392195211877
2020-01-09 16:24:50,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35483,80.46446999999999,4.405787037747546
2020-01-09 16:24:51,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35483,80.46451,6.700655448535327
2020-01-09 16:24:52,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35482,80.46457,5.507233936014356
2020-01-09 16:24:53,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35482,80.46462,6.608751693616821
2020-01-09 16:24:54,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35482,80.46468,8.880804964287346
2020-01-09 16:24:55,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35481,80.46476,8.880805186876907
2020-01-09 16:24:56,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.3548,80.46484,7.710210701887389
2020-01-09 16:24:57,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.3548,80.46491,8.811669372184285
2020-01-09 16:24:58,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.3548,80.46499,8.811669372184285
2020-01-09 16:24:59,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.3548,80.46507,7.710210700486089
2020-01-09 16:25:00,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.3548,80.46514,8.811669372184285
2020-01-09 16:25:01,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.3548,80.46522,7.710210700486089
2020-01-09 16:25:02,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.3548,80.46529,9.913128045283775
2020-01-09 16:25:03,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.3548,80.46538000000001,9.913128042481176
2020-01-09 16:25:04,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.3548,80.46547,11.06997303724609
2020-01-09 16:25:05,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35481,80.46557,11.069973035865898
2020-01-09 16:25:06,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.3548,80.46566999999999,11.069973317673824
2020-01-09 16:25:07,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35479,80.46576999999999,11.014586996057146
2020-01-09 16:25:08,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35479,80.46587,12.116045695802988
2020-01-09 16:25:09,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35479,80.46598,14.318963095294652
2020-01-09 16:25:10,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35479,80.46611,14.318963093893357
2020-01-09 16:25:11,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35479,80.46624,13.263694944442054
2020-01-09 16:25:12,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.3548,80.46636,14.361611125546176
2020-01-09 16:25:13,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35481,80.46649000000001,14.361610757845162
2020-01-09 16:25:14,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35482,80.46661999999999,13.217503387233604
2020-01-09 16:25:15,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35482,80.46674,15.460030773919183
2020-01-09 16:25:16,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35483,80.46688,12.116044461704288
2020-01-09 16:25:17,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35483,80.46699,12.116044461704288
2020-01-09 16:25:18,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35483,80.4671,9.415634964352313
2020-01-09 16:25:19,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.3548,80.46718,9.97463261155818
2020-01-09 16:25:20,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35479,80.46727,7.710210898220925
2020-01-09 16:25:21,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35479,80.46734000000001,3.4845161466834416
2020-01-09 16:25:22,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35478,80.46736999999999,1.560887863577019
2020-01-09 16:25:23,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35477,80.46738,5.507234638569184
2020-01-09 16:25:24,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35477,80.46743000000001,3.9763565001086354
2020-01-09 16:25:25,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35475,80.46746,3.9763566387466645
2020-01-09 16:25:26,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35473,80.46749,4.405788160992498
2020-01-09 16:25:27,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35473,80.46753000000001,6.60875320678489
2020-01-09 16:25:28,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35473,80.46759,6.7006569414717445
2020-01-09 16:25:29,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35474,80.46765,4.542483179594968
2020-01-09 16:25:30,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35475,80.46769,4.405787933822261
2020-01-09 16:25:31,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35475,80.46773,3.484516388037769
2020-01-09 16:25:32,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35476,80.46776,1.5608879014063972
2020-01-09 16:25:33,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35475,80.46777,3.484516386708942
2020-01-09 16:25:34,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35476,80.4678,2.4649396172099554
2020-01-09 16:25:35,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35475,80.46781999999999,3.3043409528189454
2020-01-09 16:25:36,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35475,80.46785,6.7006567756144335
2020-01-09 16:25:37,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35474,80.46791,7.71021187988509
2020-01-09 16:25:38,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35474,80.46798000000001,7.789130525042232
2020-01-09 16:25:39,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35473,80.46805,7.7102120748159235
2020-01-09 16:25:40,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35473,80.46812,8.811670942846948
2020-01-09 16:25:41,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35473,80.4682,8.811670944248247
2020-01-09 16:25:42,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35473,80.46828000000001,9.97463411501839
2020-01-09 16:25:43,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35474,80.46837,9.913129558450947
2020-01-09 16:25:44,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35474,80.46846,11.01458839843452
2020-01-09 16:25:45,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35474,80.46856,11.01458839843452
2020-01-09 16:25:46,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35474,80.46866,12.1160472370168
2020-01-09 16:25:47,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35474,80.46876999999999,14.36161330651318
2020-01-09 16:25:48,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35475,80.4689,13.263696285843912
2020-01-09 16:25:49,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35476,80.46902,13.217505405261734
2020-01-09 16:25:50,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35476,80.46914,13.217505403860432
2020-01-09 16:25:51,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35476,80.46925999999999,12.116046621373155
2020-01-09 16:25:52,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35476,80.46937,12.16641997947624
2020-01-09 16:25:53,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35475,80.46948,12.11604692849451
2020-01-09 16:25:54,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35475,80.46959,14.3189645523667
2020-01-09 16:25:55,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35475,80.46972,15.420423365704082
2020-01-09 16:25:56,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35475,80.46986,15.420423364302783
2020-01-09 16:25:57,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35475,80.47,15.420423365704082
2020-01-09 16:25:58,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35475,80.47014,16.52188217764017
2020-01-09 16:25:59,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35475,80.47029,17.623340988174952
2020-01-09 16:26:00,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35475,80.47045,16.52188217623887
2020-01-09 16:26:01,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35475,80.4706,16.558858149309305
2020-01-09 16:26:02,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35474,80.47075,17.62334143833595
2020-01-09 16:26:03,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35474,80.47091,15.578261245738661
2020-01-09 16:26:04,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35472,80.47105,16.558859407106734
2020-01-09 16:26:05,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35471,80.4712,16.669295204955745
2020-01-09 16:26:06,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35469,80.47135,16.669296038576647
2020-01-09 16:26:07,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35467,80.4715,16.66929686955823
2020-01-09 16:26:08,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35465,80.47165,15.578264742459455
2020-01-09 16:26:09,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35463,80.47179,16.669298539685
2020-01-09 16:26:10,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.354610000000001,80.47194,15.578266296592897
2020-01-09 16:26:11,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35459,80.47208,16.66930020561371
2020-01-09 16:26:12,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.354569999999999,80.47223000000001,16.669301039269545
2020-01-09 16:26:13,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35455,80.47238,16.558866545326765
2020-01-09 16:26:14,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35454,80.47253,16.52189101109032
2020-01-09 16:26:15,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35454,80.47268000000001,16.558866543925983
2020-01-09 16:26:16,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35455,80.47283,15.420431217508737
2020-01-09 16:26:17,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35455,80.47296999999999,14.361620211395318
2020-01-09 16:26:18,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.354560000000001,80.4731,14.48881210478158
2020-01-09 16:26:19,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35458,80.47323,15.578266682304772
2020-01-09 16:26:20,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.3546,80.47336999999999,16.669298956468527
2020-01-09 16:26:21,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.354619999999999,80.47352,14.698351485953227
2020-01-09 16:26:22,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35465,80.47365,14.488808861942971
2020-01-09 16:26:23,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35467,80.47378,15.349672422633002
2020-01-09 16:26:24,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35472,80.47391,14.986785048344746
2020-01-09 16:26:25,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35476,80.47404,14.98678365884753
2020-01-09 16:26:26,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.3548,80.47417,16.0424543605342
2020-01-09 16:26:27,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35484,80.47431,16.381970522351427
2020-01-09 16:26:28,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35489,80.47445,15.773330013597109
2020-01-09 16:26:29,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35492,80.47459,16.042449839946855
2020-01-09 16:26:30,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35496,80.47473000000001,15.578251919547425
2020-01-09 16:26:31,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35498,80.47487,14.318956166050258
2020-01-09 16:26:32,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35498,80.475,14.318956168852853
2020-01-09 16:26:33,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35498,80.47513000000001,15.420414331483784
2020-01-09 16:26:34,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35498,80.47527,14.361604581195458
2020-01-09 16:26:35,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.354989999999999,80.4754,13.26368823732237
2020-01-09 16:26:36,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.355,80.47551999999999,13.401304761901509
2020-01-09 16:26:37,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.35502,80.47564,13.401304095592671
2020-01-09 16:26:38,NA-7111,Thursday,Normal,4.0,4.5,4.5,32,32,8.355039999999999,80.47576,14.698336583016383
